"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,4.95634691384566,0.925,0.189,0,"border cells","AT5G55110"
0,4.16892675897307,0.887,0.156,0,"border cells","AT2G21610"
0,3.82489029137966,0.893,0.189,0,"border cells","AT4G27400"
0,5.32422327239052,0.871,0.205,0,"border cells","AT1G15385"
0,10.4213674408137,0.69,0.024,0,"border cells","AT1G65570"
0,3.74432393290789,0.98,0.332,0,"border cells","AT5G60530"
0,3.68195417711064,0.988,0.395,0,"border cells","AT5G54370"
0,8.89183042213395,0.599,0.008,0,"border cells","AT1G71380"
0,4.7803576643001,0.603,0.059,0,"border cells","AT4G26880"
0,5.9856495644655,0.558,0.032,0,"border cells","AT4G16260"
0,4.97301854892105,0.593,0.073,0,"border cells","AT1G68450"
0,7.04240218160446,0.498,0.017,0,"border cells","AT4G18450"
0,7.27845417086783,0.466,0.021,0,"border cells","AT2G26560"
0,4.60785125180085,0.492,0.048,0,"border cells","AT2G34790"
0,6.83717145138244,0.423,0.019,0,"border cells","AT1G48260"
0,7.93193933952439,0.181,0.005,0,"border cells","AT4G14630"
1.83644562674685e-307,3.66931208124839,0.802,0.212,4.73509140400408e-303,"border cells","AT5G20045"
3.83899023413772e-291,3.6519944574438,0.901,0.33,9.8984524197007e-287,"border cells","AT5G35735"
7.15670178510731e-281,4.44007191098689,0.538,0.089,1.84528398827207e-276,"border cells","AT1G05010"
7.01357271047049e-275,3.23170374541445,0.635,0.126,1.80837958766771e-270,"border cells","AT5G04200"
6.20868345633662e-254,2.59906944289204,0.516,0.082,1.60084694238183e-249,"border cells","AT1G26820"
9.63195957853237e-248,3.43791671506234,0.692,0.176,2.48350445772879e-243,"border cells","AT3G61930"
2.18528701730361e-237,2.94001988056861,0.778,0.242,5.63454404541564e-233,"border cells","AT3G16440"
1.34426142827047e-233,8.3458004709155,0.143,0.006,3.46604366665258e-229,"border cells","AT1G66700"
1.27568047197171e-232,5.34086423081729,0.355,0.044,3.28921452893186e-228,"border cells","AT1G75000"
1.98611952895283e-232,4.31076247358202,0.643,0.168,5.12101059345198e-228,"border cells","AT1G57990"
1.56280478670604e-230,6.90918152041665,0.107,0.003,4.02953586204286e-226,"border cells","AT4G09960"
7.57171308643746e-222,2.90998615606602,0.754,0.234,1.95229050220703e-217,"border cells","AT1G06090"
8.14818678510276e-222,2.90082628652641,0.762,0.24,2.1009284806709e-217,"border cells","AT1G50060"
1.3930959686307e-218,2.97047587541685,0.718,0.202,3.5919586455174e-214,"border cells","AT3G19430"
1.51062641266425e-218,2.45588673665228,0.962,0.579,3.89499914241349e-214,"border cells","AT3G48340"
1.176066302822e-213,2.71259757155547,0.405,0.058,3.03236935519625e-209,"border cells","AT1G11190"
1.36408729555571e-212,4.90506817905207,0.319,0.038,3.51716268286085e-208,"border cells","AT1G65690"
6.67267289094916e-210,2.72258857086919,0.948,0.708,1.72048197820233e-205,"border cells","AT1G03220"
3.64734699176306e-181,2.84786800555933,0.784,0.355,9.40431948356187e-177,"border cells","AT2G15830"
3.98610422340159e-179,2.47191368909708,0.938,0.628,1.02777711296187e-174,"border cells","AT1G52070"
6.97393365089732e-178,3.89941413719281,0.486,0.111,1.79815905254737e-173,"border cells","AT1G33280"
5.11034036994448e-167,2.07582510035963,0.964,0.836,1.31765016098648e-162,"border cells","AT1G25275"
1.55829985140536e-164,3.71150832906536,0.631,0.217,4.01792033686358e-160,"border cells","AT2G28570"
5.48469222212155e-164,2.24508118360166,0.764,0.309,1.41417304255182e-159,"border cells","AT3G03500"
5.68236190173249e-163,3.01809689000501,0.274,0.035,1.46514019274271e-158,"border cells","AT2G14095"
6.20024108290793e-162,3.00362869570203,0.716,0.301,1.59867016081698e-157,"border cells","AT5G16230"
8.5593627349447e-160,5.44722053022454,0.101,0.004,2.20694608757814e-155,"border cells","AT2G14620"
2.28047397859797e-158,2.51779175848661,0.921,0.668,5.879974106417e-154,"border cells","AT4G08555"
8.14594782438174e-157,3.64922444080313,0.524,0.144,2.10035118703859e-152,"border cells","AT1G15380"
2.14488966387575e-153,1.81134950313994,0.97,0.893,5.53038350933723e-149,"border cells","AT1G17180"
2.80175729846427e-153,3.91290458602491,0.546,0.165,7.22405101836028e-149,"border cells","AT5G03510"
1.09928008076131e-148,1.86707089046945,0.966,0.933,2.83438376023496e-144,"border cells","AT1G09070"
2.70769711314964e-148,1.68898878182398,0.982,0.926,6.98152623654504e-144,"border cells","AT1G76680"
4.56307286681386e-148,3.09050487894694,0.669,0.277,1.17654270797929e-143,"border cells","AT5G44610"
1.59174895314047e-147,2.12730047124465,0.897,0.72,4.10416550077739e-143,"border cells","AT4G17500"
2.58157391463566e-143,5.0646637507864,0.103,0.005,6.65633018149657e-139,"border cells","AT2G25125"
4.30423620163664e-140,4.14311271176136,0.256,0.036,1.10980426222999e-135,"border cells","AT1G48070"
1.52071825255973e-138,3.60781340025951,0.22,0.027,3.92101994240002e-134,"border cells","AT3G25950"
4.99058491256771e-138,6.51404127121148,0.103,0.005,1.28677241385646e-133,"border cells","AT1G02820"
1.3133385052899e-136,2.52531006470299,0.96,0.956,3.38631200203948e-132,"border cells","AT1G07590"
2.40047201085626e-136,3.7037350439608,0.651,0.286,6.18937703279178e-132,"border cells","AT1G36060"
9.65035501575271e-136,1.95916522406312,0.893,0.773,2.48824753726168e-131,"border cells","AT1G55920"
1.41053191187418e-135,1.85936718768797,0.887,0.832,3.63691548157638e-131,"border cells","AT2G45170"
2.3602700822899e-134,4.10404674241996,0.48,0.141,6.08572038017628e-130,"border cells","AT1G29290"
2.53194832410968e-134,1.765840723543,0.728,0.27,6.52837555888441e-130,"border cells","AT1G52050"
1.88480629626808e-132,1.25978745247863,0.99,0.967,4.85978455429763e-128,"border cells","AT4G05320"
5.64408248813193e-132,3.02494386858044,0.685,0.32,1.45527022873994e-127,"border cells","AT1G12780"
3.29771977832867e-131,3.28982251170092,0.609,0.243,8.50284067644265e-127,"border cells","AT5G51520"
2.23182273375916e-128,4.85597644868226,0.274,0.046,5.75453173672463e-124,"border cells","AT1G30755"
2.37912697025372e-124,2.0680410478041,0.861,0.738,6.1343409801022e-120,"border cells","AT2G29420"
3.23059758550179e-122,1.99415832521056,0.901,0.888,8.32977281445782e-118,"border cells","ATMG00020"
2.65476561080797e-120,3.27265412263565,0.567,0.222,6.84504765090726e-116,"border cells","AT2G27389"
1.67470103896528e-119,3.11375589729544,0.369,0.084,4.31804915886807e-115,"border cells","AT3G14362"
2.59262973391953e-118,2.47078331164524,0.812,0.616,6.68483650593811e-114,"border cells","AT4G15610"
1.08882208862617e-116,2.19944308832683,0.643,0.278,2.80741887331371e-112,"border cells","AT3G45010"
1.2431268512622e-114,3.33980020001938,0.347,0.077,3.20527827329445e-110,"border cells","AT1G22880"
4.47332826468766e-114,1.31652576272686,0.95,0.904,1.15340295976707e-109,"border cells","AT5G48180"
1.18250490860955e-110,2.03950318910502,0.863,0.643,3.04897065635887e-106,"border cells","AT5G43580"
1.65713328427123e-109,3.55944677027833,0.313,0.067,4.27275246016495e-105,"border cells","AT5G18470"
2.35312418467045e-109,2.6446620229854,0.724,0.416,6.06729539775429e-105,"border cells","AT2G31945"
1.09151664384045e-106,1.98390367891311,0.804,0.624,2.81436651447822e-102,"border cells","AT2G47485"
3.98451127174786e-102,2.1409868627216,0.78,0.606,1.02736638630747e-97,"border cells","AT1G74020"
9.71259089929268e-102,2.33715639591869,0.806,0.715,2.50429443747363e-97,"border cells","AT4G11360"
6.68597813957515e-101,3.50948841253295,0.179,0.024,1.72391260350806e-96,"border cells","AT1G17310"
5.97346273118262e-98,2.30568632900197,0.734,0.494,1.54019763060813e-93,"border cells","AT3G13435"
1.00904778302441e-95,2.81063013254864,0.476,0.174,2.60172880375015e-91,"border cells","AT2G37540"
1.14855039004469e-95,2.41109440376603,0.748,0.53,2.96142232569124e-91,"border cells","AT4G17490"
3.1513414335635e-95,1.76209371784811,0.712,0.357,8.12541875230012e-91,"border cells","AT1G52060"
5.08890704014878e-94,3.77740691113624,0.532,0.235,1.31212379123196e-89,"border cells","AT5G57510"
9.28851059036306e-92,1.17187212908234,0.905,0.866,2.39494957061921e-87,"border cells","AT3G06420"
6.55344469980548e-90,4.53346455886879,0.131,0.014,1.68974018139785e-85,"border cells","AT1G21130"
1.59885188705073e-89,3.38594679689596,0.516,0.229,4.1224797055716e-85,"border cells","AT5G18270"
7.15893098526437e-89,2.93705109935575,0.47,0.176,1.84585876524057e-84,"border cells","AT1G30700"
2.91127815316649e-86,5.9745717987165,0.105,0.01,7.50643959012447e-82,"border cells","AT3G61390"
4.98241988426617e-86,3.1837628631562,0.397,0.133,1.28466714295919e-81,"border cells","AT1G74010"
2.55880369781851e-84,2.76257924233847,0.437,0.154,6.59761945445526e-80,"border cells","AT2G16060"
2.80754236634899e-82,1.41199164732129,0.853,0.84,7.23896723739424e-78,"border cells","AT1G80920"
1.37868706449028e-80,2.09761056381526,0.746,0.587,3.55480672708173e-76,"border cells","AT2G36950"
7.27500473644273e-80,3.84441536450619,0.296,0.079,1.87578722124439e-75,"border cells","AT5G67140"
2.02765455403533e-77,3.23004756691967,0.333,0.1,5.22810450212468e-73,"border cells","AT3G14770"
2.42147683617991e-77,2.38768836955851,0.637,0.393,6.24353587440628e-73,"border cells","AT5G44380"
9.8458559660682e-76,4.46821265585999,0.173,0.029,2.53865550229102e-71,"border cells","AT1G17235"
9.98010008040034e-74,4.63528766185264,0.369,0.13,2.57326900473042e-69,"border cells","AT1G53625"
2.81148077710823e-72,2.30245085990589,0.74,0.687,7.24912203569586e-68,"border cells","AT1G32920"
3.90755547366691e-68,4.6683386982086,0.258,0.069,1.00752410333028e-63,"border cells","AT1G61820"
6.14907625445587e-68,3.30197559272055,0.359,0.128,1.5854778214489e-63,"border cells","AT3G59900"
2.01813647320035e-67,4.0424348634223,0.286,0.084,5.20356308249977e-63,"border cells","AT4G23920"
3.05335467059748e-65,1.4597137626693,0.766,0.725,7.87276968266855e-61,"border cells","AT3G23050"
5.43988929251015e-64,2.76688143112785,0.56,0.337,1.40262105518082e-59,"border cells","AT3G01290"
7.15932434099234e-63,3.84425314951427,0.192,0.042,1.84596018808146e-58,"border cells","AT4G10500"
1.99638892616629e-62,3.90720048793518,0.194,0.043,5.14748920722717e-58,"border cells","AT1G74000"
2.04164716312607e-62,3.45062080502906,0.218,0.053,5.26418304540425e-58,"border cells","AT5G57010"
2.06063968798478e-62,1.06096732965686,0.95,0.961,5.31315337149995e-58,"border cells","AT1G66580"
2.04064998993112e-61,4.1902151404984,0.121,0.018,5.26161193403839e-57,"border cells","AT3G54520"
1.87802403693417e-60,2.62779663692319,0.212,0.051,4.84229717683106e-56,"border cells","AT5G02090"
2.2671462589245e-59,2.50705553800924,0.29,0.089,5.84560991401094e-55,"border cells","AT1G47600"
4.29349130084701e-59,1.57757769655863,0.298,0.089,1.10703379701039e-54,"border cells","AT1G55240"
4.09111717229058e-57,3.24815276901331,0.169,0.035,1.0548536517034e-52,"border cells","AT1G02920"
5.98365407941508e-56,1.94740194696932,0.474,0.219,1.54282536783639e-51,"border cells","AT5G20230"
1.39144807630917e-55,1.31906150843551,0.52,0.231,3.58770971995557e-51,"border cells","AT3G04330"
2.52196298177698e-55,2.71005742994096,0.369,0.152,6.50262935221376e-51,"border cells","AT1G71140"
9.3698100747972e-55,1.0454908295308,0.883,0.857,2.41591182968571e-50,"border cells","AT5G08790"
6.97266302955758e-51,3.41419665298901,0.51,0.344,1.79783143554113e-46,"border cells","AT3G01650"
9.00199289463554e-51,3.98599341641791,0.49,0.305,2.32107384795283e-46,"border cells","AT3G04720"
9.34612488407713e-51,1.20778822366864,0.786,0.852,2.40980484011045e-46,"border cells","AT3G52800"
2.16165398641804e-50,3.654651712894,0.127,0.023,5.57360863858026e-46,"border cells","AT2G15220"
2.53360061143997e-50,1.35607152817966,0.806,0.797,6.53263581653682e-46,"border cells","AT1G76600"
1.37272806301425e-49,3.56955878764466,0.258,0.086,3.53944203767595e-45,"border cells","AT3G22750"
2.15792091519246e-49,3.80857529202798,0.282,0.102,5.56398328773223e-45,"border cells","AT5G16170"
2.33428642714345e-49,3.7732345330541,0.187,0.048,6.01872412374666e-45,"border cells","AT4G13250"
8.38164852735305e-49,3.06092894690418,0.355,0.157,2.16112425629271e-44,"border cells","AT2G39040"
1.71250764649206e-48,3.35135451687075,0.131,0.025,4.41552971571512e-44,"border cells","AT4G22920"
1.0540898241412e-47,2.19199936340675,0.635,0.587,2.71786520256566e-43,"border cells","AT4G36648"
2.17894408903661e-47,1.24461186291823,0.835,0.871,5.61818943917199e-43,"border cells","AT5G53460"
4.05988242596186e-46,3.47381951718963,0.437,0.255,1.04680008471001e-41,"border cells","AT5G54870"
5.45360762705008e-46,1.23758527749931,0.756,0.774,1.40615819055859e-41,"border cells","AT4G32020"
3.19296743975161e-45,2.23408948364011,0.405,0.201,8.23274724665555e-41,"border cells","AT5G50200"
3.49646808425564e-45,2.31408239490696,0.258,0.086,9.01529330844473e-41,"border cells","AT1G51470"
4.55588562022909e-45,2.70829006129515,0.556,0.419,1.17468954831987e-40,"border cells","AT1G59870"
5.08879368731087e-45,2.15289438980741,0.597,0.494,1.31209456433624e-40,"border cells","AT1G62300"
8.94221136949987e-45,2.2050425465027,0.548,0.394,2.30565977951185e-40,"border cells","AT4G39670"
3.42391025849219e-44,0.920646812249946,0.956,0.956,8.82821021049626e-40,"border cells","AT4G02380"
8.23675300726968e-44,1.99007683249001,0.681,0.628,2.12376439539441e-39,"border cells","AT1G19020"
3.72697504105541e-43,0.807655058169945,0.948,0.939,9.60963244585728e-39,"border cells","AT2G22470"
1.45054103201079e-42,0.834437543335262,0.873,0.916,3.74007499693661e-38,"border cells","AT4G39090"
1.71274349206359e-42,4.93312136828433,0.165,0.043,4.41613781993677e-38,"border cells","AT3G06210"
6.85370508952375e-42,4.24363282954781,0.139,0.032,1.7671593202828e-37,"border cells","AT2G43060"
1.19456558866506e-41,3.01753965271452,0.153,0.037,3.080067913814e-37,"border cells","AT1G28470"
3.28020670310544e-41,2.30726573998548,0.538,0.411,8.45768496328708e-37,"border cells","AT4G23010"
8.55970340238808e-41,0.904085401571982,0.839,0.907,2.20703392527174e-36,"border cells","AT2G21620"
1.42810683113529e-40,1.2996119215213,0.73,0.648,3.68223065339923e-36,"border cells","AT1G45145"
1.87723601996153e-40,1.34740601052944,0.597,0.388,4.8402653538688e-36,"border cells","AT3G04320"
2.67453533610967e-40,3.01203478227288,0.403,0.226,6.89602191062517e-36,"border cells","AT1G02860"
1.53154031794547e-39,2.95611825112065,0.294,0.125,3.9489235557906e-35,"border cells","AT5G20270"
4.561552721199e-39,0.773833322973923,0.907,0.963,1.17615075363395e-34,"border cells","AT5G10980"
7.39527542401393e-39,2.70751040371884,0.306,0.135,1.90679781532775e-34,"border cells","AT2G42890"
1.56681051897209e-38,1.8614121418688,0.579,0.463,4.03986424211764e-34,"border cells","AT5G40690"
4.72949678691918e-38,4.04471000211508,0.403,0.24,1.21945345153924e-33,"border cells","AT3G15500"
4.61304823269543e-37,1.954157631312,0.567,0.479,1.18942835631819e-32,"border cells","AT2G26670"
7.35607986212675e-37,1.08438003321657,0.754,0.774,1.89669163165076e-32,"border cells","AT2G46140"
7.5604038116642e-37,4.56877768830963,0.159,0.044,1.9493745187995e-32,"border cells","AT2G33480"
1.50542491916404e-36,2.47353746829698,0.484,0.333,3.88158761157256e-32,"border cells","AT1G27730"
1.9085274329939e-36,3.51519790591892,0.105,0.021,4.92094713323148e-32,"border cells","AT3G18250"
2.59700962839743e-36,5.57728984428968,0.133,0.033,6.69612962585993e-32,"border cells","AT1G51035"
3.56186249642722e-36,2.32056323854791,0.488,0.342,9.18390626078795e-32,"border cells","ATMG01390"
3.61816710056868e-36,2.74004965796217,0.349,0.182,9.32908205210628e-32,"border cells","AT5G05110"
7.81808233477276e-36,0.274840931339843,0.107,0.446,2.01581434919781e-31,"border cells","AT3G29180"
3.45446156674732e-35,0.269458724884277,0.113,0.455,8.90698370370128e-31,"border cells","AT5G27860"
3.72064553461985e-35,0.950707122315179,0.859,0.839,9.59331244646383e-31,"border cells","AT3G13520"
5.54950216160629e-35,0.361657314503774,0.075,0.382,1.43088363734857e-30,"border cells","AT5G64270"
8.44870201193438e-35,1.05916902499521,0.776,0.834,2.17841332675716e-30,"border cells","AT5G64250"
2.30900872913785e-34,4.4029861913866,0.123,0.03,5.95354810720902e-30,"border cells","AT3G12977"
2.62960605834847e-34,1.66946605289244,0.605,0.534,6.7801762608457e-30,"border cells","AT5G18310"
2.68075494590273e-34,0.287194041547452,0.107,0.438,6.91205855251561e-30,"border cells","AT5G06600"
2.85802553846901e-34,1.12713662803053,0.71,0.704,7.36913304838849e-30,"border cells","AT4G20260"
3.82459202783676e-34,0.614603224061481,0.885,0.974,9.8613280845743e-30,"border cells","AT5G64400"
4.46115400900805e-34,0.345674866827993,0.087,0.4,1.15026394968263e-29,"border cells","AT4G00720"
5.95142266566792e-34,0.263007963777898,0.115,0.452,1.53451482011582e-29,"border cells","AT5G08190"
6.51528852750371e-34,0.27377626529435,0.181,0.575,1.67990199393156e-29,"border cells","AT1G62040"
8.72367542776831e-34,1.05664294398918,0.702,0.714,2.24931247229578e-29,"border cells","AT5G45350"
2.64275685570715e-33,3.71253206949264,0.202,0.072,6.81408427675532e-29,"border cells","AT5G54510"
4.68837193207204e-33,2.33654976003839,0.27,0.114,1.20884981896546e-28,"border cells","AT3G22060"
5.60243157631368e-33,3.85282465258651,0.254,0.109,1.44453095763672e-28,"border cells","AT5G24030"
6.15860314391075e-33,0.285014686269946,0.119,0.454,1.58793423462595e-28,"border cells","AT5G03905"
6.51423182162221e-33,1.68034434875441,0.145,0.038,1.67962953288707e-28,"border cells","AT4G13890"
1.2455295066381e-32,1.14475007923851,0.728,0.758,3.21147327991568e-28,"border cells","AT3G30775"
1.83520863786223e-32,0.566878946963011,0.093,0.401,4.73190195186396e-28,"border cells","AT5G43320"
2.23643855628092e-32,0.34839852211604,0.145,0.498,5.76643317351473e-28,"border cells","AT5G67320"
2.39025609228113e-32,0.281189154699144,0.075,0.367,6.16303630833766e-28,"border cells","AT5G45360"
4.02030055281777e-32,0.345412031868559,0.109,0.43,1.03659429453853e-27,"border cells","AT5G12230"
4.67491964674325e-32,1.67915704551853,0.591,0.496,1.20538128171628e-27,"border cells","AT1G11260"
5.275503660345e-32,0.30830549908617,0.083,0.379,1.36023586378336e-27,"border cells","AT5G35730"
9.63260641161605e-32,3.27353468970064,0.272,0.125,2.48367123717108e-27,"border cells","AT1G63245"
1.29830226827719e-31,0.306726863542078,0.145,0.494,3.3475425685259e-27,"border cells","AT5G04410"
1.42632070888275e-31,0.291012352867144,0.087,0.384,3.67762531578327e-27,"border cells","AT1G54210"
1.77430885679884e-31,0.875533011554197,0.756,0.663,4.57487795637014e-27,"border cells","AT4G19030"
2.87057003972748e-31,0.281553881712424,0.097,0.401,7.40147779043335e-27,"border cells","AT5G06110"
3.18047843491748e-31,2.84357844814876,0.435,0.302,8.20054559659123e-27,"border cells","AT1G19770"
5.1402798165805e-31,1.93903553962358,0.649,0.652,1.32536974790712e-26,"border cells","AT1G77330"
5.38212704520547e-31,0.262353748721238,0.081,0.37,1.38772763733578e-26,"border cells","AT5G65050"
5.45252083899329e-31,0.264193988832288,0.115,0.433,1.40587797312603e-26,"border cells","AT3G62920"
6.47972719868587e-31,2.15090275621695,0.448,0.307,1.67073286090916e-26,"border cells","AT2G40110"
9.09079312643241e-31,2.27920185802513,0.563,0.559,2.34397009971933e-26,"border cells","AT1G01550"
1.16041259521627e-30,0.279732009522718,0.105,0.412,2.99200783550562e-26,"border cells","AT3G16857"
1.21664915336737e-30,0.254303257234171,0.093,0.389,3.13700817704243e-26,"border cells","AT3G13772"
1.69221283581371e-30,0.363358013826116,0.139,0.474,4.36320157586206e-26,"border cells","AT1G63770"
1.90951393297567e-30,0.279459002349823,0.117,0.433,4.92349072478447e-26,"border cells","AT3G54840"
2.16827985542024e-30,0.880125983805447,0.808,0.826,5.59069277921555e-26,"border cells","AT4G19200"
2.92418808986675e-30,0.315025418344168,0.093,0.387,7.53972657091243e-26,"border cells","AT5G22120"
3.1404654774039e-30,0.250626215351421,0.093,0.388,8.09737618693821e-26,"border cells","AT1G53760"
3.76258978933583e-30,0.41873623994536,0.119,0.435,9.70146151282352e-26,"border cells","AT1G20970"
3.95818834398853e-30,0.290904177125283,0.115,0.426,1.020579282614e-25,"border cells","AT2G46030"
4.88475172557591e-30,0.296412709637467,0.127,0.45,1.25948438492249e-25,"border cells","AT3G02700"
5.27584491529067e-30,0.555056698976206,0.903,0.952,1.36032385295855e-25,"border cells","AT4G05050"
5.35667861071678e-30,0.323001388979913,0.173,0.539,1.38116601298722e-25,"border cells","AT1G09140"
7.60103587832912e-30,0.30547227387096,0.127,0.448,1.95985109086838e-25,"border cells","AT1G17280"
8.68027298805372e-30,1.50133358649097,0.702,0.79,2.23812158723977e-25,"border cells","AT5G54500"
8.94888731672198e-30,1.95609302227416,0.462,0.303,2.3073811057436e-25,"border cells","AT1G33590"
1.05370046407175e-29,0.492797499063803,0.097,0.391,2.7168612765626e-25,"border cells","AT1G33980"
2.05817939935633e-29,0.400413365481391,0.107,0.409,5.30680976330037e-25,"border cells","AT3G12400"
2.274912359689e-29,1.09052379712104,0.21,0.077,5.86563402822211e-25,"border cells","AT5G38610"
3.08624498738385e-29,0.265534316036979,0.091,0.377,7.95757407547052e-25,"border cells","AT3G62190"
3.79393568750132e-29,0.418905965850053,0.141,0.471,9.7822837766534e-25,"border cells","AT1G21080"
4.52025194598148e-29,0.505501712568733,0.093,0.38,1.16550176175187e-24,"border cells","AT4G24590"
5.03301817265053e-29,0.284386977592071,0.165,0.515,1.29771340563621e-24,"border cells","AT4G18580"
6.70051486104283e-29,0.294922857206875,0.147,0.479,1.72766075177128e-24,"border cells","AT1G02816"
6.88982844126299e-29,0.389429188816322,0.109,0.407,1.77647336529525e-24,"border cells","AT1G77540"
8.00138336161061e-29,2.75700199987897,0.22,0.09,2.06307668595768e-24,"border cells","AT4G00305"
8.27354759968747e-29,0.413973616935196,0.073,0.341,2.13325151310342e-24,"border cells","AT5G19050"
8.80438847085351e-29,0.34940921902836,0.143,0.471,2.27012352332487e-24,"border cells","AT5G09920"
1.02142765402579e-28,0.345450424455262,0.06,0.314,2.63364906314009e-24,"border cells","AT4G01710"
1.24104152094325e-28,0.401053572361935,0.117,0.421,3.19990145760006e-24,"border cells","AT1G55530"
1.40820868405198e-28,0.333040090863639,0.123,0.432,3.63092527095963e-24,"border cells","AT1G80460"
1.70946486631771e-28,0.431115693710974,0.117,0.421,4.40768421131357e-24,"border cells","AT3G19420"
1.74965193809112e-28,0.419171905879094,0.111,0.41,4.51130255717416e-24,"border cells","AT3G12480"
1.84607882327637e-28,0.30914519278339,0.073,0.338,4.75992963793578e-24,"border cells","AT4G24440"
2.08040856662651e-28,0.386490221179148,0.093,0.376,5.36412544818979e-24,"border cells","AT1G10890"
2.30057236544058e-28,1.18409484852354,0.641,0.595,5.93179578705198e-24,"border cells","AT3G53480"
2.45291266315124e-28,0.302766545136234,0.062,0.316,6.32459001066917e-24,"border cells","AT5G63260"
3.26454809100019e-28,0.470312432267541,0.179,0.537,8.4173107978349e-24,"border cells","AT5G25540"
3.7619194946421e-28,0.431440775090165,0.083,0.356,9.6997332249852e-24,"border cells","AT5G51620"
3.92344608090626e-28,0.347752075729682,0.083,0.355,1.01162133750087e-23,"border cells","AT3G55960"
4.61786345130425e-28,0.313782651931682,0.141,0.463,1.19066991228429e-23,"border cells","AT5G46250"
4.63876148020842e-28,1.92319314537861,0.202,0.076,1.19605826005694e-23,"border cells","AT1G08310"
5.09167009664768e-28,3.08467688490305,0.26,0.122,1.31283621771964e-23,"border cells","AT2G32020"
5.24374589754656e-28,0.349418990581269,0.063,0.317,1.3520474422234e-23,"border cells","AT3G56860"
6.57722066251953e-28,0.450086996268748,0.056,0.302,1.69587057562404e-23,"border cells","AT4G00755"
8.62550991026949e-28,0.315340588184432,0.192,0.564,2.22400147526388e-23,"border cells","AT5G22060"
8.89139369218951e-28,2.68392572045708,0.25,0.114,2.29255694959414e-23,"border cells","AT3G05937"
8.90564661183819e-28,0.359930973495148,0.153,0.485,2.29623192239636e-23,"border cells","AT5G56750"
1.45520054735159e-27,0.346231566063423,0.073,0.333,3.75208909129135e-23,"border cells","AT4G24740"
1.53044755336308e-27,2.39147678895862,0.554,0.536,3.94610597159137e-23,"border cells","AT4G34180"
1.54988406657508e-27,1.67504342422524,0.613,0.711,3.99622107725718e-23,"border cells","AT3G15580"
1.61036601622354e-27,0.286650835836535,0.062,0.31,4.15216773623076e-23,"border cells","AT5G37370"
1.69647355396811e-27,0.469531788773849,0.099,0.381,4.37418741155138e-23,"border cells","AT1G13190"
1.74182183293892e-27,2.47614904662751,0.468,0.35,4.49111341404972e-23,"border cells","AT3G56170"
1.92782101165957e-27,2.27871398011839,0.268,0.124,4.97069369646302e-23,"border cells","AT1G53708"
1.95121610515888e-27,0.47684212833895,0.109,0.399,5.03101560554166e-23,"border cells","AT1G08370"
2.08008578645875e-27,0.417131808007428,0.073,0.332,5.36329319180525e-23,"border cells","AT1G01650"
2.40496920251036e-27,0.323037591540097,0.226,0.623,6.20097259175272e-23,"border cells","AT2G06530"
2.71761173882131e-27,0.25912811627581,0.131,0.436,7.00709010737688e-23,"border cells","AT1G43670"
2.88803955709389e-27,0.284087853260198,0.054,0.294,7.44652119401089e-23,"border cells","AT5G58470"
2.96307910853259e-27,1.96327086337173,0.54,0.494,7.64000317344044e-23,"border cells","AT3G27880"
3.18293140712863e-27,0.567389411627829,0.075,0.335,8.20687034014046e-23,"border cells","AT3G57230"
3.27555393682447e-27,0.397892735663155,0.135,0.446,8.44568827070822e-23,"border cells","AT3G17800"
3.36495261163831e-27,0.476158718408138,0.069,0.323,8.67619381384821e-23,"border cells","AT3G12570"
3.42728231713575e-27,1.26793996864903,0.651,0.62,8.83690472650281e-23,"border cells","AT1G17860"
4.17075502512463e-27,4.63183328584594,0.107,0.028,1.07538747567813e-22,"border cells","AT2G32960"
5.00147899531118e-27,0.363543105462326,0.119,0.415,1.28958134415103e-22,"border cells","AT1G65660"
5.07105780915667e-27,0.487459311580527,0.075,0.333,1.30752154551296e-22,"border cells","AT3G47850"
6.28253472077691e-27,0.486350794982193,0.133,0.441,1.61988875240512e-22,"border cells","AT2G19180"
6.43475817816693e-27,0.271899642866951,0.071,0.324,1.65913804865856e-22,"border cells","AT2G22640"
9.10758445643348e-27,0.475461874319314,0.081,0.343,2.34829957624681e-22,"border cells","AT2G04550"
1.10244351355525e-26,0.331269558167105,0.117,0.409,2.84254035535084e-22,"border cells","AT1G25682"
1.1893300245217e-26,2.31649892196922,0.105,0.026,3.06656853522676e-22,"border cells","AT2G42170"
1.19653419555515e-26,2.41353806303934,0.151,0.049,3.08514376981941e-22,"border cells","AT2G19970"
1.63016494473009e-26,0.276372330397682,0.042,0.267,4.20321729349206e-22,"border cells","AT1G74250"
1.7217384349491e-26,0.393068055552742,0.06,0.3,4.43933038067277e-22,"border cells","AT5G20680"
1.82856422445568e-26,0.572836216189094,0.163,0.495,4.71476999633653e-22,"border cells","AT5G53330"
2.05510343754393e-26,0.261953211487445,0.157,0.479,5.29887870336327e-22,"border cells","AT5G03455"
2.17579683870779e-26,0.289384523352379,0.111,0.394,5.61007456892416e-22,"border cells","AT1G71130"
2.39655777990637e-26,3.19119022492598,0.121,0.034,6.17928457971059e-22,"border cells","AT3G14170"
2.51004278807427e-26,0.572129520554118,0.079,0.336,6.47189432477071e-22,"border cells","AT3G10915"
