"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
7.57450802721474e-67,0.795719230466627,0.554,0.441,1.95301114973705e-62,"root cap early","AT4G33540"
9.43602447573341e-67,0.665128997510233,0.399,0.249,2.4329845508231e-62,"root cap early","AT5G05730"
1.56032346861688e-66,0.967810241654678,0.415,0.278,4.02313803148176e-62,"root cap early","AT2G35605"
2.20511870073293e-66,0.843179702291563,0.539,0.445,5.6856780579698e-62,"root cap early","AT5G03660"
4.87700094744151e-66,1.56156188605398,0.324,0.205,1.25748592428832e-61,"root cap early","AT5G63530"
7.62943967094518e-66,0.453685564801614,0.798,0.642,1.96717472475651e-61,"root cap early","AT3G12510"
7.82763507763923e-66,0.387850879292652,0.858,0.728,2.0182774284185e-61,"root cap early","AT2G39770"
1.31373762553549e-65,1.75525448816552,0.285,0.167,3.38734109368071e-61,"root cap early","AT5G11650"
1.45786312028678e-65,0.259611280212764,0.867,0.703,3.75895426934743e-61,"root cap early","AT1G17880"
4.14438707366438e-65,1.74858430742471,0.291,0.176,1.06858876307362e-60,"root cap early","AT5G05460"
5.42753354057326e-65,0.557916753785697,0.683,0.573,1.39943524810141e-60,"root cap early","AT3G54110"
7.22738048672395e-65,0.420799777561298,0.644,0.449,1.8635077846969e-60,"root cap early","AT1G18080"
7.55443002719437e-65,0.435222208505479,0.816,0.642,1.9478342382118e-60,"root cap early","AT4G38740"
9.82196635799918e-65,0.621867414069515,0.623,0.496,2.53249580574651e-60,"root cap early","AT5G49280"
1.36611656929158e-64,0.50509668982527,0.68,0.586,3.52239496226142e-60,"root cap early","AT4G32060"
2.16389358150568e-64,1.34580496405234,0.256,0.135,5.57938321055424e-60,"root cap early","AT2G44280"
2.20859249194739e-64,1.9002653055302,0.222,0.112,5.69463488123715e-60,"root cap early","AT3G62570"
3.47322974860457e-64,0.778941050239351,0.616,0.527,8.95537558380203e-60,"root cap early","AT4G22240"
4.08829334725272e-64,0.796216266327722,0.541,0.447,1.05412555665564e-59,"root cap early","AT1G19310"
7.66009214722576e-64,0.365009293351701,0.748,0.585,1.97507815924069e-59,"root cap early","AT5G16360"
9.08049599455779e-64,1.00789966267216,0.479,0.384,2.34131508723678e-59,"root cap early","AT5G06110"
9.63187994919689e-64,0.477862370011328,0.774,0.631,2.48348392610093e-59,"root cap early","AT5G16440"
1.08454736712455e-63,1.84875363834157,0.152,0.06,2.79639693139395e-59,"root cap early","AT2G32430"
1.26667173186578e-63,2.45973358041434,0.128,0.046,3.26598639344274e-59,"root cap early","AT3G48660"
1.32097569291005e-63,0.382644962334665,0.751,0.587,3.40600372659927e-59,"root cap early","AT1G13260"
1.38173193141089e-63,0.475128481305569,0.716,0.553,3.56265761194984e-59,"root cap early","AT1G56340"
1.4886938194141e-63,1.45234773984862,0.269,0.149,3.83844814397732e-59,"root cap early","AT1G73760"
1.96494585256968e-63,2.40397759327707,0.204,0.101,5.06641638626567e-59,"root cap early","AT1G15170"
2.38119435149377e-63,0.618361789371592,0.498,0.358,6.13967151589153e-59,"root cap early","AT1G37130"
4.19016274453899e-63,1.39782713705414,0.23,0.115,1.08039156205193e-58,"root cap early","AT2G35930"
4.79612623163076e-63,1.82917591937509,0.283,0.171,1.23663318756368e-58,"root cap early","AT1G76340"
4.98483888033848e-63,0.74482949848727,0.597,0.506,1.28529085690647e-58,"root cap early","AT1G34418"
5.07361114397206e-63,0.28984074413203,0.897,0.78,1.30817989736175e-58,"root cap early","AT2G41420"
8.07249443516271e-63,0.77381650764632,0.186,0.077,2.08141196516235e-58,"root cap early","AT5G61010"
1.13371472164073e-62,2.10163595464102,0.167,0.072,2.92317003827847e-58,"root cap early","AT5G14700"
1.36330107882627e-62,1.50261716499612,0.313,0.193,3.51513550164566e-58,"root cap early","AT1G45015"
1.53883679045011e-62,0.581767088730979,0.633,0.468,3.96773678049656e-58,"root cap early","AT1G16920"
1.76825265859883e-62,0.365585598813876,0.757,0.57,4.55926265493122e-58,"root cap early","AT1G74050"
2.75451344667643e-62,1.30473026845409,0.371,0.241,7.10223747091052e-58,"root cap early","AT1G69530"
3.10223316525507e-62,2.13408542433858,0.174,0.077,7.99879799329368e-58,"root cap early","AT1G64940"
3.45224919176908e-62,0.951257879909745,0.249,0.128,8.90127931605739e-58,"root cap early","AT2G24180"
4.4822566438295e-62,2.09128450506153,0.104,0.033,1.155705053045e-57,"root cap early","AT2G33580"
5.19931259911928e-62,0.524783059327107,0.681,0.535,1.34059076055692e-57,"root cap early","AT1G14670"
9.29783712899763e-62,1.91855588048189,0.258,0.146,2.39735432534075e-57,"root cap early","AT4G23750"
1.00369490295044e-61,0.790564975860546,0.557,0.476,2.58792693776743e-57,"root cap early","AT3G53500"
1.94774154978976e-61,0.954366037730342,0.472,0.375,5.02205681197793e-57,"root cap early","AT5G62200"
2.07456105059647e-61,0.726633264331591,0.542,0.445,5.34904821285795e-57,"root cap early","AT4G14030"
2.18681244680574e-61,0.922793949594269,0.449,0.338,5.63847721284393e-57,"root cap early","AT3G25070"
2.60592414812647e-61,0.474741772044662,0.719,0.639,6.7191148235293e-57,"root cap early","AT5G18110"
3.36244853622913e-61,0.637973323484632,0.112,0.036,8.66973730581318e-57,"root cap early","AT5G62680"
3.66901485343956e-61,3.81026384338767,0.106,0.035,9.46018789810855e-57,"root cap early","AT4G23800"
7.48501013270676e-61,1.54886964579079,0.263,0.149,1.92993501261711e-56,"root cap early","AT1G21390"
9.25524200320879e-61,1.15848406351616,0.345,0.219,2.38637159810735e-56,"root cap early","AT5G62190"
1.20452857018023e-60,0.448652204509075,0.598,0.43,3.1057564653527e-56,"root cap early","AT4G22590"
1.69151371607122e-60,0.418168147826578,0.774,0.641,4.36139896551804e-56,"root cap early","AT4G35750"
2.81514781831342e-60,0.581663695623411,0.665,0.553,7.25857713473933e-56,"root cap early","AT3G62840"
4.03086737259327e-60,0.836810564598086,0.481,0.37,1.03931884334945e-55,"root cap early","AT3G25780"
4.17126793489962e-60,1.02350950390771,0.469,0.38,1.07551972433452e-55,"root cap early","AT3G03110"
5.50248219087217e-60,0.307656841997809,0.632,0.522,1.41876000809448e-55,"root cap early","AT1G50740"
6.1928556386105e-60,0.644596204256322,0.614,0.506,1.59676589785933e-55,"root cap early","AT3G12600"
6.47661570835644e-60,0.338280608100886,0.746,0.57,1.66993059424263e-55,"root cap early","AT5G62520"
6.6308815138829e-60,0.64244813704006,0.645,0.552,1.70970648953957e-55,"root cap early","AT2G37340"
1.06903594085488e-59,0.739049905003426,0.563,0.489,2.75640226990022e-55,"root cap early","AT5G51980"
1.24035233030385e-59,0.547426411674757,0.427,0.284,3.19812444845546e-55,"root cap early","AT1G80440"
1.85782141763511e-59,0.854117085486503,0.351,0.21,4.79020674323037e-55,"root cap early","AT5G20230"
3.07069949600011e-59,0.705155990783095,0.522,0.411,7.91749158048667e-55,"root cap early","AT3G02720"
7.08058854114633e-59,0.666157888107806,0.153,0.058,1.82565894944917e-54,"root cap early","AT4G21120"
9.33840092582526e-59,0.724330782522398,0.34,0.207,2.40781329471479e-54,"root cap early","AT1G77000"
1.14521698091902e-58,0.761453784205925,0.535,0.45,2.95282746360159e-54,"root cap early","AT1G75270"
1.18644385906804e-58,1.21998478118548,0.265,0.147,3.05912684622103e-54,"root cap early","AT2G18230"
1.25913056358354e-58,1.65779566666886,0.17,0.075,3.2465422451438e-54,"root cap early","AT5G54300"
1.42693595605772e-58,1.020243807747,0.181,0.08,3.67921166909922e-54,"root cap early","AT1G68500"
1.46677547411716e-58,1.14239034057682,0.239,0.126,3.78193388246368e-54,"root cap early","AT1G53700"
2.00705514760392e-58,1.03167375659206,0.447,0.346,5.17499099258194e-54,"root cap early","AT5G57660"
2.03793101884541e-58,1.23606644552139,0.343,0.228,5.254601338991e-54,"root cap early","AT5G26290"
3.54107285607232e-58,0.89574771493419,0.504,0.425,9.13030225209686e-54,"root cap early","AT4G12790"
3.89653345831503e-58,0.350175845284801,0.878,0.682,1.00468218689195e-53,"root cap early","AT1G54630"
5.08397530654549e-58,0.604756430877216,0.506,0.388,1.31085219303969e-53,"root cap early","AT2G20080"
9.85941793590564e-58,0.417642515741322,0.701,0.536,2.54215232059391e-53,"root cap early","AT1G09210"
1.38895684514122e-57,0.430781051629188,0.501,0.362,3.58128632951212e-53,"root cap early","AT2G44490"
1.93590544303364e-57,2.86178295557689,0.1,0.033,4.99153859431795e-53,"root cap early","AT1G69520"
1.98451230508929e-57,1.0081594631452,0.469,0.384,5.11686652744224e-53,"root cap early","AT1G43130"
2.31399097631928e-57,1.48227994875687,0.327,0.218,5.96639433334162e-53,"root cap early","AT1G69700"
2.38788079073073e-57,0.259665284733162,0.81,0.625,6.15691183082011e-53,"root cap early","AT2G17360"
2.43135685560343e-57,0.590355912414028,0.634,0.561,6.26901051648788e-53,"root cap early","AT4G21110"
3.31699185352948e-57,0.534272898039084,0.544,0.384,8.55253179514041e-53,"root cap early","AT4G19230"
7.58816945740159e-57,0.802947993692884,0.523,0.423,1.95653361289642e-52,"root cap early","AT3G19130"
7.72408284668061e-57,1.26804241563124,0.348,0.238,1.99157752118813e-52,"root cap early","AT5G62180"
1.10102315800265e-56,0.474042057536868,0.708,0.567,2.83887811059403e-52,"root cap early","AT5G65300"
1.42437419067581e-56,0.362227618088647,0.854,0.743,3.67260641323851e-52,"root cap early","AT5G39950"
3.48347496062065e-56,0.46927112456526,0.688,0.561,8.98179183846428e-52,"root cap early","AT4G30550"
4.58618381997528e-56,0.75596574987142,0.498,0.382,1.18250163614243e-51,"root cap early","AT1G63530"
5.26276999314385e-56,0.672649842230193,0.593,0.491,1.35695261503221e-51,"root cap early","AT2G45710"
6.29501443723184e-56,2.93988232285774,0.109,0.038,1.62310652249586e-51,"root cap early","AT2G25880"
1.32452913654086e-55,0.686843766281943,0.549,0.472,3.41516592565694e-51,"root cap early","AT3G06860"
1.35573255721126e-55,0.472940886781716,0.699,0.567,3.49562082551352e-51,"root cap early","AT1G20580"
1.84575080809737e-55,0.263320483519033,0.705,0.527,4.75908388359825e-51,"root cap early","AT2G31610"
2.32313858839144e-55,0.449914579404681,0.624,0.516,5.98998053630848e-51,"root cap early","AT2G21060"
2.70350009895726e-55,0.348176946559804,0.832,0.721,6.97070465515139e-51,"root cap early","AT2G45790"
2.96888750391434e-55,0.662794642132812,0.305,0.172,7.65497954009273e-51,"root cap early","AT3G22930"
3.01104342204806e-55,1.72236739631705,0.283,0.18,7.76367435940871e-51,"root cap early","AT5G65920"
3.21838314543313e-55,1.1358784875071,0.237,0.126,8.29827910218478e-51,"root cap early","AT3G46970"
3.61572176215434e-55,1.31735905625565,0.356,0.249,9.32277699153874e-51,"root cap early","AT1G71500"
5.51291622120651e-55,0.773538534752887,0.547,0.483,1.42145031847589e-50,"root cap early","AT4G21660"
5.92989065574638e-55,0.938340515416924,0.47,0.387,1.52896300667765e-50,"root cap early","AT3G61980"
6.05021237990881e-55,0.636698840029817,0.683,0.548,1.55998676003569e-50,"root cap early","AT1G80840"
9.36682455716405e-55,0.501006965492421,0.709,0.6,2.41514204381918e-50,"root cap early","AT5G24400"
9.75051230035641e-55,1.48156317067411,0.306,0.2,2.5140720915239e-50,"root cap early","AT2G47800"
9.84916602435554e-55,1.04203885581827,0.401,0.291,2.53950896771983e-50,"root cap early","AT1G67030"
1.47531320981768e-54,0.443733521086946,0.307,0.172,3.80394758019391e-50,"root cap early","AT5G48500"
1.80687443152548e-54,2.27356573505233,0.115,0.042,4.6588450342453e-50,"root cap early","AT3G49630"
3.68388161833532e-54,1.37888191358981,0.287,0.177,9.49852036471579e-50,"root cap early","AT5G03700"
4.5113254308162e-54,1.06342607236798,0.135,0.052,1.16320014908165e-49,"root cap early","AT4G03420"
5.81178412863172e-54,2.47991827044055,0.222,0.124,1.4985104197264e-49,"root cap early","AT5G44560"
6.48702380442949e-54,0.845622591690272,0.515,0.437,1.6726142177341e-49,"root cap early","AT3G02555"
7.42952522803539e-54,1.59637711727972,0.331,0.219,1.91562878479664e-49,"root cap early","AT1G78210"
8.13464130480204e-54,0.782036370266961,0.527,0.419,2.09743591403016e-49,"root cap early","AT3G02790"
8.90343649735679e-54,1.75117172299065,0.15,0.064,2.29566206647848e-49,"root cap early","AT1G04610"
1.42520765319801e-53,1.46301119009296,0.327,0.224,3.67475541300576e-49,"root cap early","AT4G27860"
1.79356695644783e-53,0.697197189063435,0.483,0.382,4.62453304050508e-49,"root cap early","AT5G64030"
2.7279637088085e-53,1.28404974589975,0.237,0.126,7.03378162679184e-49,"root cap early","AT5G67080"
3.14446495281945e-53,1.20915974645075,0.323,0.212,8.10768843434968e-49,"root cap early","AT4G31550"
4.08787728254784e-53,1.08164002407904,0.454,0.38,1.05401827853214e-48,"root cap early","AT2G33340"
4.55420032716108e-53,1.27573208911311,0.308,0.196,1.17425501235521e-48,"root cap early","AT3G15760"
5.41527820015651e-53,0.292997967906436,0.821,0.747,1.39627533112835e-48,"root cap early","AT1G11910"
5.5815363999165e-53,0.826833882139444,0.488,0.388,1.43914334535447e-48,"root cap early","AT2G46230"
6.21429302334494e-53,0.358849739510146,0.644,0.491,1.60229331313926e-48,"root cap early","AT3G52580"
7.41514270472028e-53,1.3128241331029,0.32,0.215,1.91192039498508e-48,"root cap early","AT1G50560"
7.74433410183895e-53,1.3795476853967,0.289,0.18,1.99679910481815e-48,"root cap early","AT3G57490"
8.83911032201192e-53,0.804627909247431,0.523,0.464,2.27907620542755e-48,"root cap early","AT1G02840"
1.10673458309051e-52,0.757105339414754,0.56,0.482,2.85360444904056e-48,"root cap early","AT5G60790"
1.13141744370914e-52,1.27509942011441,0.357,0.257,2.91724673685965e-48,"root cap early","AT2G26510"
1.31823723674966e-52,0.832744326344257,0.479,0.367,3.39894289123533e-48,"root cap early","AT2G29980"
1.38529100245991e-52,1.49812419470483,0.187,0.09,3.57183432074263e-48,"root cap early","AT1G10760"
1.58916616720967e-52,0.616703651446266,0.34,0.211,4.0975060455334e-48,"root cap early","AT2G20490"
3.12213218972155e-52,1.03792687487764,0.494,0.37,8.05010563797804e-48,"root cap early","AT5G65690"
4.3197597689407e-52,3.43756321084482,0.124,0.05,1.11380685882367e-47,"root cap early","AT1G77200"
5.61520731787472e-52,2.16524435461086,0.169,0.081,1.44782505484082e-47,"root cap early","AT4G35930"
7.35023566269619e-52,0.372901329549121,0.813,0.709,1.89518476326959e-47,"root cap early","AT4G27500"
8.90590385222478e-52,1.02383759101722,0.388,0.288,2.29629824925764e-47,"root cap early","AT1G65590"
1.14296785499791e-51,0.531935772164373,0.604,0.527,2.94702831732662e-47,"root cap early","AT1G17290"
1.41323019872668e-51,0.259983003205789,0.623,0.45,3.64387274439688e-47,"root cap early","AT2G19750"
1.4185461101213e-51,1.59519702757993,0.343,0.255,3.65757929033676e-47,"root cap early","AT2G38560"
1.55265766925381e-51,0.42375327873867,0.711,0.633,4.00337253440402e-47,"root cap early","AT1G16840"
2.07120701403597e-51,2.30105855952024,0.193,0.101,5.34040016499034e-47,"root cap early","AT4G13710"
2.13411077760151e-51,0.742130179427971,0.459,0.346,5.50259122896772e-47,"root cap early","AT5G45100"
2.36929562996213e-51,0.9786769227474,0.461,0.343,6.10899185229436e-47,"root cap early","AT3G01513"
2.86527582137306e-51,1.11961107670295,0.423,0.344,7.38782717782829e-47,"root cap early","AT5G06265"
4.69904686993537e-51,0.705313005781737,0.558,0.491,1.21160224494414e-46,"root cap early","AT2G01100"
5.12829907035568e-51,1.0752579973718,0.395,0.302,1.32228063230051e-46,"root cap early","AT1G03610"
6.36348026743321e-51,0.626736587118652,0.526,0.433,1.64075975215498e-46,"root cap early","AT4G15780"
7.03910854794183e-51,1.12680241106669,0.386,0.293,1.81496374800132e-46,"root cap early","AT4G17190"
1.32561812853707e-50,0.807282098369873,0.492,0.412,3.41797378261998e-46,"root cap early","AT1G53840"
1.91731293987512e-50,0.840414399737972,0.465,0.38,4.94359968417402e-46,"root cap early","AT3G44100"
1.95488638558587e-50,1.09373658197806,0.36,0.247,5.04047905659461e-46,"root cap early","AT4G33110"
3.28320551679279e-50,0.618789243780885,0.584,0.53,8.46541710449852e-46,"root cap early","AT1G80040"
3.29471166297303e-50,0.573263209159262,0.561,0.497,8.49508455180967e-46,"root cap early","AT3G11730"
3.63102407118974e-50,0.400617262210835,0.629,0.518,9.36223246515562e-46,"root cap early","AT5G01340"
5.66287433289188e-50,1.35045539020358,0.263,0.159,1.46011551799284e-45,"root cap early","AT1G28440"
5.99772940268773e-50,1.29615819009772,0.368,0.281,1.546454549189e-45,"root cap early","AT1G58280"
6.50568609668526e-50,0.313218600594985,0.823,0.674,1.67742610316933e-45,"root cap early","AT1G07920"
7.4489263753176e-50,0.688360921318315,0.286,0.168,1.92063117661189e-45,"root cap early","AT1G48920"
9.42139989432615e-50,0.435860153045569,0.564,0.409,2.42921374875306e-45,"root cap early","AT3G29035"
9.47420268167382e-50,2.71496908508065,0.137,0.06,2.44282841944278e-45,"root cap early","AT1G21740"
9.65067343241329e-50,1.4239602023749,0.32,0.224,2.48832963781344e-45,"root cap early","AT4G38430"
1.21563038212695e-49,0.377215039866052,0.726,0.622,3.13438137727613e-45,"root cap early","AT3G15730"
1.3415231975081e-49,0.788114656733707,0.266,0.148,3.4589834124549e-45,"root cap early","AT4G33040"
1.83243778255337e-49,1.45761185875154,0.164,0.076,4.7247575785356e-45,"root cap early","AT3G55560"
2.0929029289941e-49,2.13249426141349,0.202,0.11,5.3963409121184e-45,"root cap early","AT3G01516"
2.12320261866628e-49,0.484672649136889,0.685,0.596,5.47446563196913e-45,"root cap early","AT2G45640"
3.13733328444342e-49,0.515127677169046,0.521,0.382,8.08930014060892e-45,"root cap early","AT3G58610"
3.34384102499644e-49,1.10542353596112,0.408,0.325,8.62175969885082e-45,"root cap early","AT5G03340"
3.37653155131089e-49,1.57956397379667,0.294,0.181,8.70604895189999e-45,"root cap early","AT5G22880"
3.50751282585353e-49,0.490765172330406,0.533,0.39,9.04377107018073e-45,"root cap early","AT1G30110"
3.55839870511592e-49,1.52376168433101,0.257,0.157,9.17497522127088e-45,"root cap early","AT4G32650"
4.08648153817972e-49,0.641089773258968,0.458,0.341,1.05365839980426e-44,"root cap early","AT1G44350"
5.58034963697277e-49,1.68585634655538,0.275,0.178,1.43883735039706e-44,"root cap early","AT1G31950"
5.99427726107039e-49,1.93261073997242,0.244,0.15,1.54556444899439e-44,"root cap early","AT5G08580"
7.01527544859811e-49,0.262303918558658,0.981,0.873,1.80881862166654e-44,"root cap early","AT5G63790"
8.25441392378676e-49,2.76219405991944,0.111,0.043,2.12831808610918e-44,"root cap early","AT5G48650"
8.91147145642272e-49,0.429104722027264,0.69,0.609,2.29773380032403e-44,"root cap early","AT5G67490"
1.00800412023866e-48,1.36384867091859,0.315,0.217,2.59903782362335e-44,"root cap early","AT2G31410"
1.20296999396088e-48,0.362278792801919,0.967,0.936,3.10173783242874e-44,"root cap early","AT2G22470"
1.63385405871964e-48,1.4532983847571,0.265,0.165,4.21272930500272e-44,"root cap early","AT3G55740"
1.86396613922279e-48,1.14676526380384,0.395,0.314,4.80605029337203e-44,"root cap early","AT1G05170"
2.02232620301256e-48,2.00888622255229,0.148,0.067,5.21436588184759e-44,"root cap early","AT5G25590"
2.31577890771888e-48,0.674133546491035,0.559,0.479,5.97100433566235e-44,"root cap early","AT2G31810"
2.81841529937665e-48,0.825031094142722,0.468,0.389,7.26700200791276e-44,"root cap early","AT1G03590"
5.72013512719349e-48,0.613100816829411,0.611,0.535,1.47487964119557e-43,"root cap early","AT5G11170"
8.29385357157836e-48,1.36228576356287,0.345,0.257,2.13848720489577e-43,"root cap early","AT5G24520"
8.45083449833526e-48,0.906839206769517,0.667,0.573,2.17896316705076e-43,"root cap early","AT1G07820"
1.38402405353172e-47,0.700265216538516,0.49,0.394,3.56856761962618e-43,"root cap early","AT2G29480"
1.49970869654424e-47,1.46143336751606,0.315,0.221,3.86684890316967e-43,"root cap early","AT1G02000"
1.51545447372886e-47,0.638306420059965,0.505,0.362,3.90744781506249e-43,"root cap early","AT4G30650"
2.59025394378997e-47,0.9826078188044,0.339,0.225,6.67871076866807e-43,"root cap early","AT3G59850"
2.75122118435473e-47,0.579511240751013,0.623,0.561,7.09374870174023e-43,"root cap early","AT5G18400"
2.86914270154682e-47,2.06445953027971,0.133,0.058,7.39779754166833e-43,"root cap early","AT1G01110"
2.96751408089365e-47,1.24354145406717,0.371,0.281,7.6514383061762e-43,"root cap early","AT2G13960"
3.06179246241403e-47,0.97974232426594,0.443,0.363,7.89452568508834e-43,"root cap early","AT2G22795"
3.84354375066635e-47,0.762591075264462,0.5,0.435,9.91019320671812e-43,"root cap early","AT1G64040"
4.38690834849841e-47,1.64721478973057,0.152,0.07,1.13112044857683e-42,"root cap early","AT1G27070"
6.48058734940133e-47,0.859358177367187,0.458,0.38,1.67095464216964e-42,"root cap early","AT3G46620"
6.99597511910996e-47,0.557171923567333,0.565,0.462,1.80384222471131e-42,"root cap early","AT1G76590"
1.493708912832e-46,0.372395690712601,0.653,0.543,3.85137906084602e-42,"root cap early","AT3G26690"
1.8706424559399e-46,0.415829627680506,0.69,0.625,4.82326450839544e-42,"root cap early","AT4G30600"
2.92767648116491e-46,0.611346066345659,0.516,0.412,7.54872103903561e-42,"root cap early","AT2G34300"
3.59617543496178e-46,1.4774138036952,0.206,0.113,9.27237874150545e-42,"root cap early","AT1G70530"
6.81500169765885e-46,0.845432974567866,0.463,0.394,1.75718003772436e-41,"root cap early","AT5G11200"
8.74170067179333e-46,1.5773350196819,0.266,0.172,2.25396010121519e-41,"root cap early","AT1G32760"
1.04471754785468e-45,0.440450774516931,0.805,0.676,2.69369972538851e-41,"root cap early","AT2G37470"
1.84437917734726e-45,0.30210732814308,0.601,0.431,4.75554727087217e-41,"root cap early","AT4G03190"
2.65764413231235e-45,1.766793011718,0.286,0.196,6.85246963075415e-41,"root cap early","AT4G21510"
3.13611524501382e-45,0.843483864908365,0.46,0.38,8.08615954774362e-41,"root cap early","AT1G71130"
7.06444229202247e-45,0.648306010262788,0.565,0.508,1.82149580057507e-40,"root cap early","AT2G37480"
8.83958498913144e-45,0.846680250424271,0.362,0.26,2.27919859359765e-40,"root cap early","AT4G35110"
1.1656662039778e-44,2.24528073070857,0.13,0.058,3.00555374033637e-40,"root cap early","AT2G28330"
1.37566658639677e-44,1.00603934351387,0.271,0.169,3.54701872636542e-40,"root cap early","AT5G22740"
4.55546886812217e-44,0.647040855285147,0.54,0.489,1.17458209295662e-39,"root cap early","AT3G52850"
5.22622504683962e-44,0.629494580112324,0.455,0.346,1.34752986607713e-39,"root cap early","AT5G57910"
6.07018204867372e-44,0.779724301657805,0.418,0.322,1.56513573943003e-39,"root cap early","AT4G18030"
9.617799082569e-44,2.29908802761237,0.165,0.085,2.47985331544959e-39,"root cap early","AT2G34170"
1.21908206059808e-43,1.32362188250377,0.305,0.213,3.14328118504608e-39,"root cap early","AT2G32710"
1.50663992879619e-43,0.368942255661576,0.71,0.584,3.8847203924081e-39,"root cap early","AT5G05600"
5.27587321461003e-43,0.732009494047792,0.502,0.443,1.36033114965505e-38,"root cap early","AT4G35000"
8.28066768429503e-43,1.98918407173922,0.206,0.121,2.13508735571863e-38,"root cap early","AT3G61898"
8.44086061091249e-43,2.23232066702823,0.131,0.06,2.17639149991768e-38,"root cap early","AT3G45430"
8.54213433494002e-43,1.77435089374581,0.16,0.08,2.20250391692093e-38,"root cap early","AT3G51450"
1.02393231373084e-42,0.731674664911463,0.529,0.411,2.64010707772359e-38,"root cap early","AT1G76640"
1.10486313001555e-42,0.647957026586516,0.562,0.457,2.84877909443208e-38,"root cap early","AT4G14270"
1.50497373104899e-42,1.20338536747478,0.225,0.127,3.88042426813672e-38,"root cap early","AT1G28190"
2.01967167123855e-42,1.6024427996818,0.249,0.16,5.20752143712148e-38,"root cap early","AT5G05880"
2.35272713511426e-42,0.887951083262475,0.418,0.331,6.06627164517861e-38,"root cap early","AT1G21980"
2.67657764884744e-42,0.351168471611816,0.761,0.631,6.90128780978825e-38,"root cap early","AT4G23650"
2.83121940731733e-42,1.69272070214803,0.154,0.075,7.300016119827e-38,"root cap early","AT4G27800"
3.10215484736576e-42,0.904619129864127,0.41,0.325,7.99859605844787e-38,"root cap early","AT3G11710"
3.21770314759653e-42,0.529237559811339,0.554,0.468,8.29652579576289e-38,"root cap early","AT4G03510"
4.00231202443861e-42,1.40455056190442,0.186,0.099,1.03195613238125e-37,"root cap early","AT3G54740"
6.14069114215084e-42,1.94360857481377,0.115,0.049,1.58331580409217e-37,"root cap early","AT5G14930"
8.57921614688866e-42,0.971019046785502,0.456,0.381,2.21206509131377e-37,"root cap early","AT2G24490"
1.08804793030997e-41,0.728265659602731,0.444,0.359,2.80542278351123e-37,"root cap early","AT1G73480"
1.1732970524121e-41,0.722785956708458,0.468,0.397,3.02522911993937e-37,"root cap early","AT3G10410"
1.18475450642014e-41,0.346917406926703,0.697,0.636,3.05477101935369e-37,"root cap early","AT4G24160"
1.20732448979069e-41,0.522190250982935,0.477,0.381,3.11296546447631e-37,"root cap early","AT2G38400"
1.36836897732995e-41,1.36768621335201,0.245,0.153,3.52820257114754e-37,"root cap early","AT1G67560"
1.52861431869578e-41,1.04898544443187,0.14,0.063,3.94137915932521e-37,"root cap early","AT2G17220"
2.73716429778349e-41,1.58937317059991,0.169,0.087,7.05750442540496e-37,"root cap early","AT3G20960"
4.5771516969331e-41,0.831027582268631,0.415,0.33,1.18017279353723e-36,"root cap early","AT2G22660"
5.0322849791639e-41,0.378521940795109,0.596,0.529,1.29752435902762e-36,"root cap early","AT5G54810"
5.8631734764612e-41,1.99574081692647,0.199,0.117,1.51176064917076e-36,"root cap early","AT4G23820"
1.16483543808387e-40,0.525652007400531,0.575,0.481,3.00341169355545e-36,"root cap early","AT5G07350"
1.20978015900167e-40,2.5119509456755,0.113,0.049,3.1192971619699e-36,"root cap early","AT5G56580"
1.57660668896459e-40,2.04277018578858,0.127,0.058,4.0651226868263e-36,"root cap early","AT2G23300"
2.19303052884263e-40,0.255076300960716,0.841,0.717,5.65450991556784e-36,"root cap early","AT4G13180"
2.44175454799551e-40,1.22066641979334,0.197,0.108,6.29581992655163e-36,"root cap early","AT3G01690"
2.5703513763295e-40,1.63680430892575,0.174,0.092,6.62739398872799e-36,"root cap early","AT1G47270"
2.82809114574701e-40,0.962982318602029,0.712,0.621,7.29195021019409e-36,"root cap early","AT5G59690"
2.94605891362135e-40,0.897412108983535,0.471,0.428,7.59611830288128e-36,"root cap early","AT3G01590"
3.80645366133528e-40,0.869627227577624,0.442,0.385,9.81456012038688e-36,"root cap early","AT2G23820"
3.98388902665052e-40,1.27569548126673,0.166,0.084,1.02720594663157e-35,"root cap early","AT1G50250"
5.37178645536422e-40,0.615920911819059,0.478,0.394,1.38506141965111e-35,"root cap early","AT1G02880"
7.45638108852505e-40,2.47112202073138,0.16,0.084,1.9225532998653e-35,"root cap early","AT1G13530"
7.80401311197911e-40,2.66097032294552,0.131,0.062,2.01218674079269e-35,"root cap early","AT4G36180"
1.02224778795204e-39,1.34365700643584,0.324,0.244,2.63576369645555e-35,"root cap early","AT3G03310"
1.08986596948303e-39,0.356541164003898,0.69,0.637,2.81011041571505e-35,"root cap early","AT5G19860"
1.14594263555384e-39,0.964766549272341,0.4,0.323,2.95469849151202e-35,"root cap early","AT1G63980"
1.44573386485499e-39,1.48641701774412,0.246,0.158,3.72768019714212e-35,"root cap early","AT1G31970"
1.7523353737999e-39,0.702214273681631,0.499,0.377,4.51822152780567e-35,"root cap early","AT5G07860"
1.86415247180697e-39,0.70178878810621,0.499,0.432,4.80653073330709e-35,"root cap early","AT3G17800"
