"Gene_ID","Cahn_Methylation_status","Bewick_Classification","Both_gbM","Both_TE_like","H2AZ_Depleted","H2AZ_Enriched"
"AT1G04501",NA,"Unmethylated",NA,NA,NA,NA
"AT1G04510","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT1G04520","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT1G04530","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G04540","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G04550","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G04555","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G04560","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G04570","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G04580","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT1G04590","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT1G04600","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT1G04610","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT1G04620","gbM","gbM",TRUE,FALSE,NA,NA
"AT1G04625","TE-like methylation","Unmethylated",FALSE,FALSE,NA,NA
"AT1G04630","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G04635","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G04640","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G04645","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G04650","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT1G04660","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G04670","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G04680","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT1G04684",NA,"Unmethylated",NA,NA,NA,NA
"AT1G04690","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT1G04700","gbM","gbM",TRUE,FALSE,NA,NA
"AT1G04710","gbM","gbM",TRUE,FALSE,FALSE,TRUE
"AT1G04730","gbM","gbM",TRUE,FALSE,FALSE,TRUE
"AT1G04750","Unmethylated","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT1G04760","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G04770","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G04778","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G04780","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT1G04790","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT1G04800","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G04810","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT1G04820","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT1G04830","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT1G04840","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G04850","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT1G04860","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT1G04870","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT1G04880","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT1G04890","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT1G04895","Unmethylated",NA,NA,NA,NA,NA
"AT1G04900","gbM","gbM",TRUE,FALSE,FALSE,TRUE
"AT1G04910","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT1G04920","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT1G04930","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT1G04940","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT1G04945","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT1G04950","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT1G04960","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT1G04970","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G04980","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G04985","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT1G04990","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05000","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT1G05005","Unmethylated",NA,NA,NA,NA,NA
"AT1G05010","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05020","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT1G05030","TE-like methylation","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT1G05035","TE-like methylation",NA,NA,NA,NA,NA
"AT1G05040","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05055","gbM","gbM",TRUE,FALSE,NA,NA
"AT1G05060","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05065","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05070","gbM","gbM",TRUE,FALSE,NA,NA
"AT1G05080","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05085","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05087","gbM",NA,NA,NA,NA,NA
"AT1G05090","Unmethylated","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT1G05100","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05120","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT1G05136","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05140","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05150","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05160","gbM","gbM",TRUE,FALSE,NA,NA
"AT1G05170","Unmethylated","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT1G05180","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT1G05190","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05200","gbM","gbM",TRUE,FALSE,FALSE,TRUE
"AT1G05205","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05210","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05220","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05230","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT1G05240","TE-like methylation","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05250","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05260","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05270","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT1G05280","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT1G05290","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05291","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05300","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05310","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05320","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT1G05330","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05340","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05350","Unmethylated","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT1G05360","gbM","gbM",TRUE,FALSE,NA,NA
"AT1G05370","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT1G05380","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT1G05385","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05400","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05410","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT1G05420","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05430","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05440","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05450","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05460","gbM","gbM",TRUE,FALSE,NA,NA
"AT1G05470","gbM","gbM",TRUE,FALSE,FALSE,TRUE
"AT1G05490","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT1G05500","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT1G05510","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05520","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT1G05530","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05540","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05550","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT1G05560","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05570","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT1G05575","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05577","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05580","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT1G05590","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT1G05600","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05610","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT1G05615","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05620","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05630","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT1G05640","gbM","gbM",TRUE,FALSE,FALSE,TRUE
"AT1G05650","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05660","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05670","gbM","gbM",TRUE,FALSE,FALSE,TRUE
"AT1G05675","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05680","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05690","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT1G05700","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT1G05710","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT1G05720","gbM","gbM",TRUE,FALSE,NA,NA
"AT1G05730","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05740","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05750","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT1G05760","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05770","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05780","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05783","TE-like methylation",NA,NA,NA,NA,NA
"AT1G05785","Unmethylated","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT1G05790","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT1G05800","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05805","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT1G05810","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05820","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT1G05830","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT1G05835","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05840","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT1G05850","Unmethylated","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT1G05860","Unmethylated","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT1G05870","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05880","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT1G05890","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT1G05894","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05900","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT1G05910","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT1G05920","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05925",NA,"Unmethylated",NA,NA,NA,NA
"AT1G05930","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05940","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05950","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT1G05960","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT1G05970","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G05990","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06000","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06010","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06020","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06030","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06040","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06045","Unmethylated",NA,NA,NA,NA,NA
"AT1G06050","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06060","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06070","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT1G06080","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06090","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06100","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06110","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06120","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06130","gbM","gbM",TRUE,FALSE,NA,NA
"AT1G06135","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06137","TE-like methylation","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06140","gbM","gbM",TRUE,FALSE,NA,NA
"AT1G06143","gbM",NA,NA,NA,NA,NA
"AT1G06148","TE-like methylation","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06149",NA,"Unmethylated",NA,NA,TRUE,FALSE
"AT1G06150","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT1G06160","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06170","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06180","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06190","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06200","Unmethylated","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT1G06210","gbM","gbM",TRUE,FALSE,NA,NA
"AT1G06220","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06225","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06230","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT1G06240","gbM","gbM",TRUE,FALSE,FALSE,TRUE
"AT1G06250","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06260","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06270","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06280","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06290","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT1G06310","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT1G06320","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06330","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06340","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06350","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06360","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06380","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06390","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT1G06400","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06410","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT1G06420","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06430","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06440","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06450","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06460","TE-like methylation","mCHG",FALSE,TRUE,NA,NA
"AT1G06470","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT1G06475","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06490","gbM","gbM",TRUE,FALSE,FALSE,TRUE
"AT1G06500","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06510","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06515","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06520","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT1G06530","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06540","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06550","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT1G06560","gbM","gbM",TRUE,FALSE,NA,NA
"AT1G06570","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06580","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT1G06590","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT1G06620","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06630","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06640","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06645","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06650","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06660","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT1G06670","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT1G06680","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06690","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT1G06700","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06710","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT1G06720","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT1G06730","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06740","gbM",NA,NA,NA,NA,NA
"AT1G06750","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT1G06760","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06770","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06780","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06790","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT1G06800","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT1G06810","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06820","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT1G06830","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06840","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT1G06850","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06870","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06890","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT1G06900","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT1G06910","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT1G06920","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06923","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06925","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06930","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06950","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT1G06960","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06970","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT1G06980","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G06990","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07000","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT1G07010","gbM","gbM",TRUE,FALSE,FALSE,TRUE
"AT1G07020","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07025","TE-like methylation","mCHH",FALSE,TRUE,NA,NA
"AT1G07030","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07040","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT1G07050","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07060","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07070","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07080","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT1G07090","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07110","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT1G07120","gbM","gbM",TRUE,FALSE,NA,NA
"AT1G07130","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07135","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07140","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07150","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07160","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07170","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07175","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07180","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT1G07190","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07200","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT1G07210","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07220","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT1G07230","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT1G07240","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07250","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07260","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07270","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07280","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT1G07290","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT1G07300","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07310","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07320","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07330","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT1G07340","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07350","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT1G07360","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT1G07370","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07380","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07390","gbM","gbM",TRUE,FALSE,NA,NA
"AT1G07400","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07410","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07420","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07430","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07440","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07450","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07460","TE-like methylation","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07470","gbM","gbM",TRUE,FALSE,NA,NA
"AT1G07473","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07476","gbM","gbM",TRUE,FALSE,NA,NA
"AT1G07480","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT1G07485","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07490","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07500","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07510","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT1G07520","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07530","gbM","gbM",TRUE,FALSE,NA,NA
"AT1G07540","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT1G07550","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT1G07560","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07570","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT1G07590","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT1G07600","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07610","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07615","gbM","gbM",TRUE,FALSE,FALSE,TRUE
"AT1G07620","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT1G07630","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT1G07640","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07645","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07650","gbM","gbM",TRUE,FALSE,NA,NA
"AT1G07660","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07670","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT1G07680","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07690","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07700","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07705","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT1G07710","gbM","gbM",TRUE,FALSE,NA,NA
"AT1G07720","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07725","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT1G07730","gbM","gbM",TRUE,FALSE,NA,NA
"AT1G07740","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07745","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07747","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07750","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07770","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07780","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT1G07790","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07795","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07810","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT1G07820","TE-like methylation","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07830","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07840","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT1G07850","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT1G07860","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
