"gene","variance.standardized","is_hvg","is_responsive","responsive_cell_type","responsive_avg_log2FC","median_within_celltype_cv2","num_celltypes_expressed","cahn_group","bewick_group","h2az_group"
"AT1G43790",31.8158434323861,TRUE,TRUE,"protoxylem ERS-",7.87845928096057,1.26104971224694,2,"Unmethylated","Unmethylated","Other"
"AT4G34970",29.6597498425437,TRUE,TRUE,"columella",9.28126955129585,9.59551584469325,2,"Unmethylated","Unmethylated","Other"
"AT4G31840",28.1097663227908,TRUE,TRUE,"epidermis early",3.5083728350882,27.704727786822,1,"Unmethylated","Unmethylated","Other"
"AT2G36100",25.3411602874279,TRUE,TRUE,"endodermis ERS-",6.98885299110538,23.2693126914347,14,"Unmethylated","Unmethylated","Other"
"AT5G48920",24.9627319227933,TRUE,TRUE,"protoxylem ERS-",7.40573611857094,1.31809184512012,2,"Unmethylated","Unmethylated","Other"
"AT1G30750",24.3332189953803,TRUE,TRUE,"endodermis ERS-",7.00178559214869,9.59090057059183,2,"Unmethylated","Unmethylated","Other"
"AT3G24020",23.9440430146244,TRUE,TRUE,"endodermis ERS-",6.85371337306584,9.28275593561877,2,"gbM","Unmethylated","Other"
"AT1G13620",23.5124594051654,TRUE,TRUE,"columella",9.83955222676197,6.06823965131812,1,"Unmethylated","Unmethylated","Other"
"AT5G23660",23.0253679460994,TRUE,TRUE,"ppp ERS+",6.85801182955311,16.2307627289681,2,"TE-like","TE-like","H2A.Z-Enriched"
"AT2G45220",22.212904824911,TRUE,FALSE,NA,NA,NA,NA,"Unmethylated","Unmethylated","Other"
"AT5G16250",22.0456636390375,TRUE,TRUE,"epidermis early",2.14902533809128,20.8595031536045,1,"Unmethylated","Unmethylated","Other"
"AT2G31081",22.0082752112597,TRUE,TRUE,"ppp ERS+",6.02142358481353,9.61777583881416,2,"gbM","Unmethylated","Other"
"AT4G26010",21.523725026053,TRUE,TRUE,"hair cells ERS-",6.40896652465658,5.30852757298546,3,"Unmethylated","Unmethylated","Other"
"AT1G51035",21.2341652565778,TRUE,TRUE,"border cells",5.57728984428968,19.4389923163116,2,"Unmethylated","Unmethylated","Other"
"AT2G28670",21.066160820923,TRUE,TRUE,"endodermis ERS-",6.42555428234864,14.227062810764,9,"Unmethylated","Unmethylated","Other"
"AT2G25060",20.55264590296,TRUE,TRUE,"epidermis early",4.44559893308955,28.9538507416803,1,"Unmethylated","Unmethylated","Other"
"AT1G07610",20.4551332197967,TRUE,TRUE,"hair cells ERS+",3.72984268021143,9.46553610362929,27,"Unmethylated","Unmethylated","Other"
"AT1G65570",20.3760749350729,TRUE,TRUE,"border cells",10.4213674408137,9.17075104197963,3,"Unmethylated","Unmethylated","Other"
"AT5G15290",19.9215561192753,TRUE,TRUE,"endodermis ERS-",6.35458086174517,16.0165902954592,5,"Unmethylated","Unmethylated","Other"
"AT5G51890",19.8140385205061,TRUE,TRUE,"protoxylem ERS-",7.35270393688404,4.89661570753045,5,"gbM","gbM","Other"
"AT3G11550",19.7526461539614,TRUE,TRUE,"endodermis ERS-",7.79568237143534,12.3416733521965,2,"Unmethylated","Unmethylated","Other"
"AT1G02335",19.6198136259551,TRUE,TRUE,"protoxylem ERS-",8.36253436589927,0.791781225484943,2,"Unmethylated","Unmethylated","Other"
"AT3G48740",18.9622997735878,TRUE,TRUE,"ppp ERS+",4.88891729104768,12.7744515700287,2,"Unmethylated","Unmethylated","H2A.Z-Enriched"
"AT1G54575",18.8118727067066,TRUE,TRUE,"metaphloem ERS+",7.30648196130917,5.38092851699705,5,"Unmethylated","Unmethylated","Other"
"AT1G47410",18.4745828824207,TRUE,TRUE,"protoxylem ERS+",7.17147584347431,6.89606465046279,6,"Unmethylated","Unmethylated","Other"
"AT3G55230",17.9551331379163,TRUE,TRUE,"endodermis ERS-",6.47601258759067,10.2701146547505,2,"Unmethylated","Unmethylated","Other"
"AT4G02520",17.8470906097379,TRUE,TRUE,"xpp ERS+",4.24328306616153,17.3300720772273,9,"gbM","Unmethylated","Other"
"AT3G62680",17.7462114341312,TRUE,TRUE,"hair cells ERS-",7.33657675031665,8.88622912983691,2,"Unmethylated","Unmethylated","Other"
"AT3G02120",17.6816815713838,TRUE,TRUE,"epidermis early",2.23234343257336,17.9677568312516,1,"Unmethylated","Unmethylated","Other"
"AT2G40113",17.6761068979906,TRUE,TRUE,"endodermis ERS-",7.20524739134685,13.0546757953119,2,"Unmethylated","Unmethylated","Other"
"AT3G21550",17.56961527928,TRUE,TRUE,"protoxylem ERS-",7.62349633478145,2.1342008199598,4,"Unmethylated","Unmethylated","Other"
"AT3G15353",17.4764431090133,TRUE,TRUE,"metaphloem ERS-",5.22637331957699,9.7765986260007,6,"Unmethylated","Unmethylated","Other"
"AT4G25820",17.4530526740054,TRUE,TRUE,"hair cells ERS-",6.20513811550309,3.31152986686318,2,"Unmethylated","Unmethylated","Other"
"AT5G57625",17.3732122042611,TRUE,TRUE,"hair cells ERS-",6.4605807437447,3.66641697506537,2,"Unmethylated","Unmethylated","Other"
"AT5G02640",17.2981391393637,TRUE,TRUE,"protoxylem early",6.48960802514267,1.9593453061828,4,"Unmethylated","Unmethylated","Other"
"AT4G28140",17.2364990486542,TRUE,TRUE,"metaxylem ERS+",6.27368185426863,2.25674616865898,3,"Unmethylated","Unmethylated","Other"
"AT5G40020",17.1342898505605,TRUE,TRUE,"protoxylem ERS-",7.20912133564191,0.467723268689459,2,"gbM","Unmethylated","Other"
"AT1G64160",17.0514369082643,TRUE,FALSE,NA,NA,NA,NA,"Unmethylated","Unmethylated","Other"
"AT3G27200",16.9988782620763,TRUE,TRUE,"protoxylem ERS+",5.40846560146632,4.16008000627038,8,"TE-like","Unmethylated","Other"
"AT5G65530",16.9449389552814,TRUE,TRUE,"endodermis ERS-",5.63272933873037,12.5316243124473,4,"Unmethylated","Unmethylated","H2A.Z-Enriched"
"AT3G22620",16.7598739473506,TRUE,TRUE,"endodermis ERS-",5.91191814222495,14.7048318986214,9,"Unmethylated","Unmethylated","Other"
"AT4G30450",16.6181432576404,TRUE,TRUE,"xpp ERS-",5.89270576251311,8.91367435404532,4,"Unmethylated","Unmethylated","Other"
"AT4G02270",16.5440027644563,TRUE,TRUE,"hair cells ERS-",6.81685032497198,5.52569177707011,2,"Unmethylated","Unmethylated","Other"
"AT5G66390",16.5257159471322,TRUE,TRUE,"endodermis ERS-",6.39613491686851,7.28930144133821,4,"Unmethylated","Unmethylated","Other"
"AT5G42180",16.5081086947279,TRUE,TRUE,"endodermis ERS-",7.25336760658901,12.7351426216338,3,"Unmethylated","Unmethylated","Other"
"AT3G25770",16.2081289199018,TRUE,TRUE,"procambium ERS+",4.39038936301137,21.1458738636615,3,"Unmethylated","Unmethylated","Other"
"AT4G38410",16.1970924999078,TRUE,TRUE,"columella",5.46201346986165,18.8547311808106,3,"Unmethylated","Unmethylated","Other"
"AT1G62510",16.1823864928952,TRUE,TRUE,"cortex ERS-",7.09755133203847,2.01066699042555,2,"Unmethylated","Unmethylated","Other"
"AT3G47510",16.1061194008447,TRUE,TRUE,"xpp ERS+",6.06846041124367,9.44619783405719,1,"Unmethylated","Unmethylated","Other"
"AT5G63850",15.9914584971975,TRUE,TRUE,"metaphloem ERS+",7.7535809843428,5.55047835910362,2,"Unmethylated","Unmethylated","H2A.Z-Enriched"
"AT3G53980",15.7902140570506,TRUE,TRUE,"xpp ERS-",5.9193736951738,10.1122999613882,2,"Unmethylated","Unmethylated","Other"
"AT4G11190",15.4639122432834,TRUE,TRUE,"endodermis ERS+",4.3347020956747,23.9466164051796,6,"Unmethylated","Unmethylated","Other"
"AT5G12870",15.3458036847584,TRUE,TRUE,"protoxylem ERS+",6.0927966234832,1.11402954975399,5,"Unmethylated","Unmethylated","H2A.Z-Enriched"
"AT4G18425",15.254882881738,TRUE,TRUE,"protoxylem ERS+",6.04105066303589,5.30732058717753,6,"Unmethylated","Unmethylated","Other"
"AT2G27550",14.8901498621229,TRUE,TRUE,"metaphloem ERS+",5.91501588807775,8.52277897608854,3,"Unmethylated","Unmethylated","Other"
"AT1G61590",14.8308647185782,TRUE,TRUE,"endodermis ERS+",5.16677478323682,3.805372684737,2,"Unmethylated","Unmethylated","H2A.Z-Enriched"
"AT3G46230",14.7994300950176,TRUE,TRUE,"metaxylem ERS+",2.78784167987966,28.9803936055434,8,"Unmethylated","Unmethylated","Other"
"AT3G16920",14.7773844424667,TRUE,TRUE,"protoxylem ERS-",7.00232743191921,6.3325139371113,5,"Unmethylated","Unmethylated","Other"
"AT4G13580",14.6023607925367,TRUE,TRUE,"endodermis ERS-",7.49632078199732,14.284705170136,2,"Unmethylated","Unmethylated","Other"
"AT1G08560",14.5386413827718,TRUE,TRUE,"epidermis early",2.37694590647036,21.9953579283723,1,"Unmethylated","Unmethylated","Other"
"AT5G07080",14.456845647537,TRUE,TRUE,"protoxylem ERS+",7.37479865742668,6.14841731798792,5,"Unmethylated","Unmethylated","Other"
"AT3G54820",14.242391390574,TRUE,TRUE,"metaxylem ERS+",7.31509597502581,6.0825248348654,2,"Unmethylated","Unmethylated","Other"
"AT5G57785",14.2117368354094,TRUE,TRUE,"cortex ERS-",4.37596393919242,6.46628225952552,4,"Unmethylated","Unmethylated","Other"
"AT3G22600",14.0676647119316,TRUE,TRUE,"endodermis ERS-",4.93680580837099,16.2135222074675,19,"gbM","gbM","Other"
"AT4G39320",14.0065188367149,TRUE,TRUE,"metaxylem ERS-",6.8286269634154,11.372890661781,5,"Unmethylated","Unmethylated","Other"
"AT1G12090",13.8892589880351,TRUE,TRUE,"cortex ERS-",5.80171607364882,7.83565589376552,29,"Unmethylated","Unmethylated","Other"
"AT1G71740",13.7844802354345,TRUE,TRUE,"endodermis ERS-",7.89406069059785,12.8295987068178,2,"Unmethylated","Unmethylated","Other"
"AT1G12560",13.7676055513015,TRUE,TRUE,"hair cells ERS-",5.51704615298166,3.57337426631962,3,"Unmethylated","Unmethylated","Other"
"AT5G60020",13.7361532234862,TRUE,TRUE,"protoxylem ERS-",7.11229996085201,0.740343238419347,2,"gbM","gbM","H2A.Z-Depleted"
"AT4G40090",13.7063158199487,TRUE,TRUE,"hair cells ERS-",6.54816361056971,2.77084199993304,3,"Unmethylated","Unmethylated","Other"
"AT4G35350",13.6096136890433,TRUE,TRUE,"protoxylem ERS-",6.71051189225392,1.32646897830323,6,"gbM","Unmethylated","Other"
"AT2G45450",13.5998382284574,TRUE,TRUE,"metaxylem ERS+",4.79595987110579,5.9533558002567,7,"Unmethylated","Unmethylated","Other"
"AT4G33550",13.5398750135038,TRUE,TRUE,"xpp ERS-",5.43963267663837,18.3353522113478,5,"Unmethylated","Unmethylated","Other"
"AT2G34790",13.5352366865145,TRUE,TRUE,"protoxylem ERS+",5.88232776408747,4.95266908664322,6,"TE-like","Unmethylated","H2A.Z-Enriched"
"AT2G39430",13.459715392842,TRUE,TRUE,"endodermis ERS-",7.3855242756167,11.6364436709788,2,"Unmethylated","Unmethylated","Other"
"AT2G17080",13.4161737616526,TRUE,TRUE,"epidermis early",2.80246069786227,8.00366303549341,8,"Unmethylated","Unmethylated","Other"
"AT5G09220",13.345732275116,TRUE,TRUE,"metaphloem ERS-",5.69742710374141,6.60352647672697,2,"Unmethylated","Unmethylated","H2A.Z-Enriched"
"AT5G66230",13.2169891236089,TRUE,FALSE,NA,NA,NA,NA,"Unmethylated","Unmethylated","Other"
"AT3G59930",13.1912279628268,TRUE,TRUE,"metaphloem ERS+",4.2198081853255,15.0662852007388,13,"Unmethylated","Unmethylated","Other"
"AT1G08283",13.1492000752963,TRUE,TRUE,"metaxylem ERS-",7.25680633314575,2.4746484175811,5,NA,NA,NA
"AT4G22610",13.1368261326998,TRUE,TRUE,"procambium ERS+",3.40057922191026,22.1777204598852,3,"Unmethylated","Unmethylated","Other"
"AT4G08160",13.1325948397006,TRUE,TRUE,"protoxylem ERS-",7.53621545879431,0.616487014630859,3,"TE-like","Unmethylated","H2A.Z-Enriched"
"AT4G17215",13.1083734815722,TRUE,TRUE,"endodermis ERS-",6.54231568025082,10.6397748847229,2,"Unmethylated","Unmethylated","Other"
"AT2G04025",13.1002533657854,TRUE,TRUE,"columella",7.1502658909572,10.6953012420106,2,"TE-like","Unmethylated","Other"
"AT2G37870",12.8384725849308,TRUE,TRUE,"procambium ERS-",4.73472531542373,26.8556972415561,4,"Unmethylated","Unmethylated","Other"
"AT3G23250",12.7808917572562,TRUE,FALSE,NA,NA,NA,NA,"Unmethylated","Unmethylated","Other"
"AT1G13370",12.7434504148362,TRUE,TRUE,"hair cells early",1.65422680579165,19.3869055612901,6,"Unmethylated","Unmethylated","Other"
"AT4G23800",12.6555625350425,TRUE,TRUE,"root cap early",3.81026384338767,17.1674491478812,2,"Unmethylated","Unmethylated","H2A.Z-Enriched"
"AT2G32300",12.6318873882566,TRUE,TRUE,"endodermis ERS-",5.98510476589754,15.8943269469128,9,"Unmethylated","Unmethylated","Other"
"AT1G20850",12.5297495466143,TRUE,TRUE,"protoxylem ERS-",6.39826787906533,1.24566079832175,6,"Unmethylated","Unmethylated","Other"
"AT5G16490",12.4777360872256,TRUE,TRUE,"protoxylem ERS-",5.33367825827592,1.10379709686422,5,"TE-like","TE-like","Other"
"AT4G14020",12.428335807983,TRUE,TRUE,"metaphloem ERS+",6.16601973710114,5.70146794204947,3,"TE-like","Unmethylated","Other"
"AT5G39580",12.4169416259479,TRUE,TRUE,"endodermis ERS+",3.87153665892171,17.7878699739834,4,"Unmethylated","Unmethylated","Other"
"AT3G51280",12.369618225334,TRUE,TRUE,"epidermis early",3.05007283747575,19.0497195334902,1,"Unmethylated","Unmethylated","Other"
"AT1G62980",12.2658125512155,TRUE,TRUE,"hair cells ERS-",5.75710503136179,4.29930160966108,2,"Unmethylated","Unmethylated","Other"
"AT4G08770",12.1780522557885,TRUE,TRUE,"ppp ERS+",4.84227055591252,5.92708005712452,3,"gbM","Unmethylated","H2A.Z-Enriched"
"AT2G28315",12.1096154482564,TRUE,TRUE,"protoxylem ERS-",5.45077677333158,2.01799635600687,5,"Unmethylated","Unmethylated","Other"
"AT5G25090",12.0512669948232,TRUE,TRUE,"epidermis early",3.42429347811407,35.9892323233915,1,"gbM","Unmethylated","Other"
"AT5G62360",12.0294477582145,TRUE,TRUE,"ppp ERS+",3.83420133427018,21.1210512271731,3,"Unmethylated","Unmethylated","Other"
"AT3G02640",11.9408624391804,TRUE,FALSE,NA,NA,NA,NA,"Unmethylated","Unmethylated","Other"
"AT3G18280",11.9111254576255,TRUE,TRUE,"metaxylem ERS+",4.21673618597561,10.9409480077998,13,"Unmethylated","Unmethylated","Other"
"AT2G45180",11.851930341214,TRUE,TRUE,"cortex ERS-",5.83336020014799,9.09019176973007,10,"Unmethylated","Unmethylated","Other"
"AT5G67400",11.7663884772368,TRUE,TRUE,"hair cells ERS-",6.57870373304067,3.51969925131597,2,"Unmethylated","Unmethylated","Other"
"AT2G38080",11.629158815821,TRUE,TRUE,"protoxylem ERS-",7.39776707946928,7.60306150730181,5,"Unmethylated","Unmethylated","H2A.Z-Enriched"
"AT1G02900",11.6000324839903,TRUE,TRUE,"endodermis ERS-",4.31067572703873,6.10718746104629,10,"Unmethylated","Unmethylated","Other"
"AT4G27435",11.5677574563108,TRUE,TRUE,"protoxylem ERS-",5.89039649124095,2.60529157981865,9,"Unmethylated","Unmethylated","Other"
"AT1G30870",11.5540697677901,TRUE,TRUE,"hair cells ERS-",5.09282670071046,3.19249024706393,2,"gbM","gbM","Other"
"AT5G12030",11.5169520249522,TRUE,TRUE,"metaphloem ERS+",2.38246734948503,18.8584585217632,8,"Unmethylated","Unmethylated","Other"
"AT4G10250",11.5083824606941,TRUE,TRUE,"metaxylem ERS+",5.74141042512181,34.8079627459417,1,"Unmethylated","Unmethylated","Other"
"AT1G63310",11.4855558681488,TRUE,TRUE,"protophloem ERS-",7.71688369574588,9.48024736987094,2,"Unmethylated","Unmethylated","Other"
"AT5G12020",11.4721501045174,TRUE,TRUE,"metaxylem ERS+",3.24288883706904,23.5973699758544,5,"Unmethylated","Unmethylated","Other"
"AT1G05240",11.4452369629518,TRUE,TRUE,"hair cells ERS+",6.9926077155663,13.4185300326993,1,"TE-like","Unmethylated","Other"
"AT4G39700",11.419822384842,TRUE,TRUE,"protophloem ERS+",4.47316751188779,3.73941894894455,4,"Unmethylated","Unmethylated","Other"
"AT2G16005",11.4143805578878,TRUE,FALSE,NA,NA,NA,NA,"Unmethylated","Unmethylated","Other"
"AT1G13635",11.4125600898339,TRUE,TRUE,"metaxylem ERS-",5.74843563865192,9.58312890605413,4,"Unmethylated","Unmethylated","Other"
"AT5G03260",11.3547587562605,TRUE,TRUE,"protoxylem ERS-",8.31197066446063,0.588239597832984,3,"Unmethylated","Unmethylated","H2A.Z-Enriched"
"AT4G33270",11.3121196992197,TRUE,FALSE,NA,NA,NA,NA,"Unmethylated","Unmethylated","H2A.Z-Enriched"
"AT1G58070",11.2352315650184,TRUE,TRUE,"protoxylem ERS-",6.78462498654218,3.24419052848812,5,"gbM","Unmethylated","Other"
"AT5G06150",11.2217058386849,TRUE,TRUE,"epidermis early",3.17260431417935,31.1284102968312,1,"Unmethylated","Unmethylated","H2A.Z-Enriched"
"AT4G19840",11.2092523602463,TRUE,TRUE,"metaphloem ERS+",5.91366504839231,3.51988160720239,2,"Unmethylated","Unmethylated","Other"
"AT4G08290",11.1572613587942,TRUE,TRUE,"ppp ERS+",5.91157349016515,11.3141181855371,2,"gbM","gbM","Other"
"AT3G49330",11.1551033568223,TRUE,TRUE,"protoxylem ERS+",5.21273090366021,5.60071428781978,5,"gbM","Unmethylated","Other"
"AT5G05500",11.1423452950504,TRUE,TRUE,"hair cells ERS-",6.0959012462412,3.71017356053247,2,"gbM","Unmethylated","Other"
"AT4G04840",11.094043670264,TRUE,TRUE,"ppp ERS+",3.03493983414437,10.663187878096,8,"TE-like","Unmethylated","Other"
"AT5G56870",11.0803693904801,TRUE,TRUE,"cortex ERS-",3.62613907955671,12.1268137379376,3,"Unmethylated","Unmethylated","Other"
"AT3G23730",11.0586415200899,TRUE,TRUE,"endodermis ERS-",4.3716769870645,11.4809708862774,5,"Unmethylated","Unmethylated","Other"
"AT4G00680",11.0193538415804,TRUE,TRUE,"hair cells ERS-",6.15376675544069,2.09119562870302,2,"gbM","Unmethylated","Other"
"AT3G10080",10.9605582003394,TRUE,TRUE,"metaxylem ERS-",6.83739577712474,1.32390670779213,3,"Unmethylated","Unmethylated","Other"
"AT5G20820",10.8118068592997,TRUE,TRUE,"ppp ERS+",4.74330301693342,6.93007824629364,4,"Unmethylated","Unmethylated","Other"
"AT4G37390",10.7876032743329,TRUE,TRUE,"hair cells ERS-",1.67744717925546,20.0383085373348,1,"Unmethylated","Unmethylated","H2A.Z-Enriched"
"AT4G11290",10.7020941572566,TRUE,TRUE,"endodermis ERS+",5.96041292953959,12.1098786693033,15,"Unmethylated","Unmethylated","Other"
"AT3G09925",10.6912443361953,TRUE,TRUE,"hair cells ERS-",5.56600805223676,11.6805835304134,24,"Unmethylated","Unmethylated","Other"
"AT2G27370",10.6708045582798,TRUE,TRUE,"endodermis ERS-",7.94441046267856,10.4246484955642,3,"gbM","Unmethylated","Other"
"AT4G18780",10.5792343779209,TRUE,TRUE,"protoxylem ERS-",5.66748371002715,1.36983872945343,5,"gbM","gbM","H2A.Z-Enriched"
"AT3G03130",10.555380046731,TRUE,TRUE,"epidermis early",4.72477187822911,13.9477382487971,1,"gbM","Unmethylated","H2A.Z-Enriched"
"AT5G04080",10.5228978877155,TRUE,TRUE,"metaphloem ERS+",5.09979589952164,1.16412234462498,6,"Unmethylated","Unmethylated","Other"
"AT4G39675",10.4461864004146,TRUE,TRUE,"xpp ERS+",3.74106978796487,9.13700291793012,29,"Unmethylated","Unmethylated","Other"
"AT5G59845",10.4388086950462,TRUE,TRUE,"protoxylem ERS-",8.08763847894654,10.8918537573601,4,"gbM","Unmethylated","Other"
"AT1G24600",10.4011474205742,TRUE,TRUE,"protoxylem ERS+",7.04622781547992,3.65778045925215,6,"Unmethylated","Unmethylated","Other"
"AT3G15650",10.3580665706304,TRUE,TRUE,"metaphloem ERS+",6.85324995070493,4.86770711133965,2,"Unmethylated","Unmethylated","Other"
"AT2G27740",10.344024829455,TRUE,TRUE,"protoxylem ERS-",6.47888591809885,4.27781280531651,7,"gbM","Unmethylated","Other"
"AT1G51470",10.312302538147,TRUE,TRUE,"root cap lateral",6.01650469013569,7.2885747548125,3,"Unmethylated","Unmethylated","H2A.Z-Enriched"
"AT1G75280",10.2658970649415,TRUE,TRUE,"protoxylem ERS-",5.67113746525846,5.78059794935945,9,"Unmethylated","Unmethylated","Other"
"AT4G36430",10.22705508273,TRUE,FALSE,NA,NA,NA,NA,"Unmethylated","Unmethylated","Other"
"AT1G05260",10.2142426726484,TRUE,TRUE,"endodermis ERS+",6.07405572040376,13.5601984737346,20,"Unmethylated","Unmethylated","Other"
"AT1G02640",10.2030475438108,TRUE,TRUE,"protoxylem early",5.70626260238661,2.65818375097072,5,"Unmethylated","Unmethylated","H2A.Z-Enriched"
"AT3G22961",10.1859030952275,TRUE,TRUE,"metaphloem ERS+",7.24325080687738,6.22782532585011,2,"Unmethylated","Unmethylated","Other"
"AT5G03170",10.1773774442016,TRUE,TRUE,"metaxylem ERS-",6.17640651312941,2.6628558875556,5,"Unmethylated","Unmethylated","Other"
"AT5G47920",10.1587542294836,TRUE,TRUE,"ppp ERS+",5.14545807823059,3.80670640174579,4,"Unmethylated","Unmethylated","Other"
"AT5G26330",10.1374473880388,TRUE,TRUE,"protoxylem early",5.5091029344726,4.62514360086466,8,"Unmethylated","Unmethylated","Other"
"AT5G59720",10.1180919000836,TRUE,TRUE,"metaxylem ERS+",4.219653754289,16.0084873955366,8,"Unmethylated","Unmethylated","Other"
"AT4G33420",10.1106185797016,TRUE,TRUE,"xpp ERS+",4.68786436099067,13.0960538483651,3,"Unmethylated","Unmethylated","Other"
"AT1G50490",10.098073625076,TRUE,TRUE,"epidermis early",3.06285731282006,9.22986087001388,17,"Unmethylated","Unmethylated","Other"
"AT4G25200",10.0672367246653,TRUE,FALSE,NA,NA,NA,NA,"Unmethylated","Unmethylated","Other"
"AT1G64370",9.97867395941721,TRUE,FALSE,NA,NA,NA,NA,"gbM","Unmethylated","Other"
"AT3G12870",9.97576741228599,TRUE,FALSE,NA,NA,NA,NA,"Unmethylated","Unmethylated","Other"
"AT5G02090",9.93657260166157,TRUE,TRUE,"protoxylem ERS+",5.91247008624395,6.09134454672645,5,"Unmethylated","Unmethylated","Other"
"AT4G28310",9.9057035666903,TRUE,TRUE,"epidermis early",3.37305621135529,13.2073616731677,4,"Unmethylated","Unmethylated","Other"
"AT5G57620",9.89980160809193,TRUE,TRUE,"endodermis ERS+",5.95189947871289,1.85879889733141,2,"Unmethylated","Unmethylated","Other"
"AT5G63270",9.88964346604095,TRUE,TRUE,"hair cells ERS-",5.53611794082415,3.41436566486038,2,"Unmethylated","Unmethylated","Other"
"AT5G63660",9.85087543967576,TRUE,TRUE,"endodermis ERS+",4.1053666468548,11.4778072536442,3,"Unmethylated","Unmethylated","Other"
"AT4G23680",9.84626650395876,TRUE,TRUE,"metaxylem ERS-",6.54255801133386,2.83920316431696,2,"Unmethylated","Unmethylated","Other"
"AT3G47540",9.84613796311934,TRUE,TRUE,"ppp ERS+",5.48854770590978,9.32485812802464,4,"Unmethylated","Unmethylated","Other"
"AT4G36410",9.77636621407566,TRUE,TRUE,"metaphloem ERS+",5.8205870478076,9.96782211361172,5,"Unmethylated","Unmethylated","Other"
"AT1G47600",9.72550726441875,TRUE,TRUE,"root cap lateral",5.83509595586061,5.86163677232978,3,"Unmethylated","Unmethylated","H2A.Z-Enriched"
"AT2G14095",9.71763674745053,TRUE,TRUE,"root cap lateral",4.40925716480731,8.20650699675589,4,"gbM","Unmethylated","Other"
"AT5G60490",9.71337317311692,TRUE,TRUE,"metaxylem ERS-",7.70161935930207,2.9129475368822,4,"Unmethylated","Unmethylated","Other"
"AT3G25980",9.67676998351465,TRUE,TRUE,"epidermis early",2.36300236462813,14.7804061385753,1,"Unmethylated","Unmethylated","Other"
"AT1G70500",9.60874446103655,TRUE,TRUE,"protoxylem ERS+",7.5135667638336,2.7048179312976,4,"Unmethylated","Unmethylated","Other"
"AT5G17420",9.53714380359402,TRUE,TRUE,"protoxylem ERS-",5.41198326901552,1.01226708779001,5,"gbM","gbM","Other"
"AT1G53163",9.47774102123878,TRUE,TRUE,"metaxylem ERS+",4.69903147219101,8.13194087692164,4,"Unmethylated","Unmethylated","Other"
"AT1G08160",9.42976452398835,TRUE,TRUE,"protophloem ERS-",7.93430825155459,4.10629580841255,2,"Unmethylated","Unmethylated","Other"
"AT4G01600",9.42540154155505,TRUE,TRUE,"metaphloem ERS+",7.82019663894673,7.44998908651434,2,"TE-like","Unmethylated","Other"
"AT5G44030",9.41668444335083,TRUE,TRUE,"protoxylem ERS-",5.90566769075462,2.63118136224942,7,"gbM","Unmethylated","H2A.Z-Enriched"
"AT1G24030",9.38613844625245,TRUE,TRUE,"protoxylem ERS+",6.93275568979309,0.626211625274194,3,"gbM","gbM","H2A.Z-Depleted"
"AT1G02920",9.36747326236308,TRUE,TRUE,"root cap tip",4.89546164960823,9.78885537280768,2,"Unmethylated","Unmethylated","Other"
"AT5G50950",9.35615711097529,TRUE,TRUE,"metaxylem ERS-",6.53009018735569,3.21184898310965,4,"Unmethylated","Unmethylated","Other"
"AT1G63120",9.34986445491823,TRUE,TRUE,"protoxylem ERS-",7.02359354091253,7.66474000535785,10,"gbM","gbM","Other"
"AT5G43520",9.29606802694373,TRUE,TRUE,"hair cells ERS+",4.74058722542718,8.59465872677965,2,"Unmethylated","Unmethylated","Other"
"AT4G30270",9.20602366243354,TRUE,TRUE,"cortex ERS-",4.58498059181257,10.4730416334385,4,"Unmethylated","Unmethylated","Other"
"AT5G10580",9.18675795432604,TRUE,TRUE,"ppp ERS+",4.06363288899803,10.0138300458961,4,"Unmethylated","Unmethylated","H2A.Z-Enriched"
"AT2G37090",9.16961675818188,TRUE,TRUE,"protoxylem ERS-",6.2268828018034,2.29423395861392,5,"Unmethylated","Unmethylated","Other"
"AT5G38610",9.14450790546295,TRUE,TRUE,"protoxylem ERS-",5.27909133083057,5.48474964362785,9,"Unmethylated","Unmethylated","Other"
"AT4G29905",9.14142274610171,TRUE,TRUE,"cortex ERS-",3.21486382908313,8.10290852699726,8,"Unmethylated","Unmethylated","Other"
"AT3G28600",9.08713911515592,TRUE,TRUE,"ppp ERS+",5.0761841523665,11.3038727631678,1,"Unmethylated","Unmethylated","Other"
"AT3G01420",9.05793212577536,TRUE,FALSE,NA,NA,NA,NA,"Unmethylated","Unmethylated","H2A.Z-Enriched"
"AT4G33260",9.03854174617023,TRUE,FALSE,NA,NA,NA,NA,"Unmethylated","Unmethylated","H2A.Z-Enriched"
"AT4G23670",9.02681762651426,TRUE,TRUE,"metaxylem ERS-",6.85017318894216,1.44284090459155,2,"Unmethylated","Unmethylated","Other"
"AT5G17160",8.98071068519446,TRUE,TRUE,"epidermis early",3.62732163704862,12.1764497198695,1,"Unmethylated","Unmethylated","H2A.Z-Enriched"
"AT1G66690",8.94218436023538,TRUE,TRUE,"protoxylem ERS+",7.1197483644978,3.14472760818364,5,"gbM","Unmethylated","Other"
"AT2G44460",8.92351697335836,TRUE,TRUE,"endodermis ERS+",5.24814119353477,9.80293928703002,1,"Unmethylated","Unmethylated","H2A.Z-Enriched"
"AT3G49960",8.91250027783858,TRUE,TRUE,"hair cells ERS-",6.81396019778817,5.56339399114377,2,"Unmethylated","Unmethylated","Other"
"AT3G51600",8.8677114942887,TRUE,TRUE,"root cap early",4.20931434593784,20.4776870342851,3,"Unmethylated","Unmethylated","Other"
