"gene","variance.standardized","is_hvg","is_responsive","responsive_cell_type","responsive_avg_log2FC","median_within_celltype_cv2","num_celltypes_expressed","cahn_group","bewick_group","h2az_group"
"AT5G04895",0.839059015134453,FALSE,TRUE,"epidermis early",3.63281792319696,7.68595471290011,1,"gbM","gbM","H2A.Z-Depleted"
"AT2G20680",0.839049577260019,FALSE,TRUE,"epidermis early",1.42460176844838,5.75649595378348,5,"gbM","Unmethylated","H2A.Z-Enriched"
"AT5G12360",0.839034977090444,FALSE,TRUE,"epidermis early",2.12943810673474,5.39372291186051,2,"gbM","Unmethylated","Other"
"AT5G45010",0.838993320621172,FALSE,TRUE,"metaxylem ERS-",1.33095775043182,4.08497905082903,26,"Unmethylated","Unmethylated","Other"
"AT5G37850",0.838945719776501,FALSE,TRUE,"epidermis early",1.00981087488161,5.78241259213205,15,"gbM","gbM","H2A.Z-Depleted"
"AT5G53940",0.83891597599307,FALSE,TRUE,"root cap early",1.19621487305294,5.08272321792541,12,"Unmethylated","Unmethylated","Other"
"AT1G22910",0.838875920553259,FALSE,TRUE,"cortex ERS+",1.31132068090249,7.11571441207103,13,"Unmethylated","Unmethylated","Other"
"AT5G64600",0.838869833586785,FALSE,TRUE,"protoxylem early",1.99625076587934,5.78160981025658,11,"gbM","Unmethylated","Other"
"AT3G50120",0.838853453848464,FALSE,TRUE,"hair cells ERS-",4.56439322241364,11.53633403749,3,"TE-like","TE-like","H2A.Z-Enriched"
"AT1G34380",0.838796359124136,FALSE,TRUE,"epidermis early",3.26227000390597,6.12521770087835,1,"gbM","Unmethylated","Other"
"AT4G04700",0.838731668432769,FALSE,TRUE,"hair cells ERS+",0.580280198601427,18.5074048056393,3,"gbM","Unmethylated","Other"
"AT5G60860",0.838731437392454,FALSE,TRUE,"metaxylem ERS-",2.60290823086045,4.20515771137817,16,"Unmethylated","Unmethylated","Other"
"AT1G79520",0.838665904600188,FALSE,TRUE,"epidermis early",1.35841971422958,5.2553352182588,2,"Unmethylated","Unmethylated","Other"
"AT2G14160",0.83862438746111,FALSE,FALSE,NA,NA,NA,NA,"TE-like","Unmethylated","Other"
"AT3G54690",0.838596579973923,FALSE,TRUE,"protoxylem early",1.5339256865527,3.53658013169556,28,"Unmethylated","Unmethylated","Other"
"AT1G08645",0.838482663573846,FALSE,FALSE,NA,NA,NA,NA,"Unmethylated",NA,"Other"
"AT5G17520",0.838463627210336,FALSE,TRUE,"columella",3.29314238855456,6.51945983698135,6,"gbM","Unmethylated","Other"
"AT4G27010",0.838436282930424,FALSE,TRUE,"epidermis early",2.23779133186558,6.38772208407803,2,"gbM","gbM","H2A.Z-Depleted"
"AT1G51790",0.838379839612306,FALSE,FALSE,NA,NA,NA,NA,"gbM","Unmethylated","Other"
"AT1G80530",0.838375734565521,FALSE,TRUE,"columella",2.2187216325667,10.6568928533605,8,"gbM","Unmethylated","Other"
"AT1G17160",0.838205993880833,FALSE,TRUE,"protoxylem early",1.52437676688921,4.12949950428885,15,"Unmethylated","Unmethylated","Other"
"AT5G05010",0.838172106568259,FALSE,TRUE,"protoxylem early",1.55163471042404,1.29947937976482,29,"gbM","gbM","Other"
"AT4G35460",0.838124090687306,FALSE,TRUE,"protophloem ERS-",1.21836877478464,4.9087616819909,14,"Unmethylated","Unmethylated","Other"
"AT2G25000",0.838080892086842,FALSE,FALSE,NA,NA,NA,NA,"Unmethylated","Unmethylated","Other"
"AT2G22920",0.838080892086841,FALSE,FALSE,NA,NA,NA,NA,"Unmethylated","Unmethylated","Other"
"AT4G34070",0.83802960572592,FALSE,TRUE,"hair cells early",1.04525020576498,3.36965940146291,22,"gbM","Unmethylated","H2A.Z-Enriched"
"AT4G02280",0.83800833249472,FALSE,TRUE,"columella",1.6955301641104,4.89304839022605,6,"Unmethylated","Unmethylated","H2A.Z-Enriched"
"AT5G13360",0.837982987793687,FALSE,TRUE,"epidermis early",1.44970288741238,5.05559606250418,4,"Unmethylated","Unmethylated","Other"
"AT3G60320",0.837957265556083,FALSE,TRUE,"ppp ERS+",1.4074343170093,8.70197196592026,9,"gbM","Unmethylated","H2A.Z-Enriched"
"AT5G55820",0.837929800156558,FALSE,TRUE,"epidermis early",1.28017642282311,5.36254940586566,2,"gbM","gbM","Other"
"AT5G20480",0.837847540371167,FALSE,TRUE,"epidermis early",1.06950827544915,8.16082171864819,11,"gbM","Unmethylated","Other"
"AT4G19003",0.83784516648351,FALSE,TRUE,"hair cells early",0.899511757096056,2.90233023754536,25,"gbM","Unmethylated","Other"
"AT5G52210",0.837734772059454,FALSE,TRUE,"protoxylem early",1.10752926432391,3.02638654922634,26,"gbM","Unmethylated","H2A.Z-Depleted"
"AT4G19100",0.837698379360824,FALSE,TRUE,"epidermis early",3.04913509508832,16.5381371731034,1,"Unmethylated","Unmethylated","Other"
"AT4G05845",0.837682176792315,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"AT5G38040",0.837629875156588,FALSE,FALSE,NA,NA,NA,NA,"gbM","gbM","Other"
"AT5G09065",0.837568056749812,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"AT1G09900",0.837560829075625,FALSE,TRUE,"epidermis early",3.04022154912973,12.6548215386653,1,"gbM","gbM","Other"
"AT3G47520",0.837427400243232,FALSE,TRUE,"xpp ERS-",1.0284219976596,2.59950446654086,26,"Unmethylated","Unmethylated","Other"
"AT1G04070",0.837355551105531,FALSE,TRUE,"epidermis early",0.853237495353639,3.41397256842491,19,"Unmethylated","Unmethylated","Other"
"AT2G38370",0.837344147244162,FALSE,TRUE,"endodermis ERS+",2.68393735497196,7.42128591213781,2,"gbM","gbM","Other"
"AT1G25375",0.837308576335847,FALSE,TRUE,"hair cells early",1.17909252610745,5.97002260992432,5,"gbM","Unmethylated","Other"
"AT5G37475",0.83727396507098,FALSE,TRUE,"metaxylem ERS-",1.19716725876483,1.8808068421255,26,"gbM","gbM","H2A.Z-Depleted"
"AT5G06770",0.837247384314399,FALSE,TRUE,"protoxylem early",1.69309812537082,5.35691910563021,11,"Unmethylated","Unmethylated","Other"
"AT1G04187",0.837235791704114,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"AT1G04263",0.837235791704114,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"AT1G04643",0.837235791704114,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"AT1G17610",0.837235791704114,FALSE,FALSE,NA,NA,NA,NA,"gbM","Unmethylated","Other"
"AT1G58215",0.837235791704114,FALSE,FALSE,NA,NA,NA,NA,"gbM",NA,"Other"
"AT1G60630",0.837235791704114,FALSE,FALSE,NA,NA,NA,NA,"Unmethylated","Unmethylated","H2A.Z-Enriched"
"AT1G66170",0.837235791704114,FALSE,FALSE,NA,NA,NA,NA,"gbM","Unmethylated","H2A.Z-Enriched"
"AT5G05350",0.837235791704114,FALSE,FALSE,NA,NA,NA,NA,"gbM","Unmethylated","Other"
"AT5G02575",0.837235791704114,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"AT5G17220",0.837235791704114,FALSE,FALSE,NA,NA,NA,NA,"Unmethylated","Unmethylated","Other"
"AT5G18350",0.837235791704114,FALSE,FALSE,NA,NA,NA,NA,"Unmethylated","Unmethylated","H2A.Z-Enriched"
"AT5G19840",0.837235791704114,FALSE,FALSE,NA,NA,NA,NA,"gbM","gbM","H2A.Z-Depleted"
"AT5G38750",0.837235791704114,FALSE,FALSE,NA,NA,NA,NA,"Unmethylated","Unmethylated","Other"
"AT5G49780",0.837235791704114,FALSE,FALSE,NA,NA,NA,NA,"Unmethylated","Unmethylated","Other"
"AT5G50640",0.837235791704114,FALSE,FALSE,NA,NA,NA,NA,"Unmethylated","Unmethylated","Other"
"AT5G08865",0.837235791704114,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"AT5G59200",0.837235791704114,FALSE,FALSE,NA,NA,NA,NA,"gbM","Unmethylated","Other"
"AT3G04181",0.837235791704114,FALSE,FALSE,NA,NA,NA,NA,"Unmethylated","Unmethylated","Other"
"AT3G01975",0.837235791704114,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"AT3G04175",0.837235791704114,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"AT2G07795",0.837235791704114,FALSE,FALSE,NA,NA,NA,NA,"TE-like","Unmethylated","Other"
"AT2G12170",0.837235791704114,FALSE,FALSE,NA,NA,NA,NA,"Unmethylated","Unmethylated","Other"
"AT2G15980",0.837235791704114,FALSE,FALSE,NA,NA,NA,NA,"gbM","Unmethylated","Other"
"AT2G18938",0.837235791704114,FALSE,FALSE,NA,NA,NA,NA,"TE-like","Unmethylated","Other"
"AT2G32640",0.837235791704114,FALSE,FALSE,NA,NA,NA,NA,"gbM","gbM","H2A.Z-Enriched"
"AT4G03130",0.837235791704114,FALSE,FALSE,NA,NA,NA,NA,"gbM","Unmethylated","Other"
"AT1G29840",0.837154844945337,FALSE,TRUE,"epidermis early",1.13536520444998,8.39053344329264,8,"gbM","Unmethylated","Other"
"AT3G46740",0.837150044883102,FALSE,TRUE,"epidermis early",1.33691660125434,5.46956584144071,15,"gbM","gbM","Other"
"AT3G24280",0.837140944800258,FALSE,FALSE,NA,NA,NA,NA,"Unmethylated","Unmethylated","Other"
"AT4G30580",0.83713368587929,FALSE,TRUE,"epidermis early",0.990218326389428,5.16862331306108,15,"gbM","Unmethylated","H2A.Z-Depleted"
"AT2G03750",0.837109176966363,FALSE,FALSE,NA,NA,NA,NA,"TE-like","Unmethylated","Other"
"AT4G40020",0.83707607459661,FALSE,FALSE,NA,NA,NA,NA,"Unmethylated","Unmethylated","Other"
"AT1G13250",0.836970688264068,FALSE,FALSE,NA,NA,NA,NA,"Unmethylated","Unmethylated","Other"
"AT5G39865",0.836970688264067,FALSE,FALSE,NA,NA,NA,NA,"gbM","Unmethylated","Other"
"AT5G18661",0.836947627768456,FALSE,TRUE,"hair cells ERS-",4.75266969807053,6.49875219928425,1,"TE-like","Unmethylated","Other"
"AT5G61510",0.836918911701104,FALSE,TRUE,"hair cells early",0.653896826254235,3.8156287559143,16,"Unmethylated","Unmethylated","H2A.Z-Enriched"
"AT1G76705",0.836877800734182,FALSE,FALSE,NA,NA,NA,NA,"gbM","Unmethylated","Other"
"AT3G26960",0.836877800734182,FALSE,FALSE,NA,NA,NA,NA,"Unmethylated","Unmethylated","Other"
"AT3G09775",0.836877800734182,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"AT2G03975",0.836877800734182,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"AT4G17098",0.836877800734182,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"AT2G41750",0.836829740654526,FALSE,TRUE,"epidermis early",1.18109944311483,5.89148325041817,6,"Unmethylated","Unmethylated","Other"
"AT1G78240",0.83682844800937,FALSE,TRUE,"root cap early",1.77431855885284,4.31635981188896,19,"Unmethylated","Unmethylated","Other"
"AT1G11860",0.836808668936472,FALSE,TRUE,"xpp ERS-",1.59108478264286,2.73301998716949,23,"gbM","Unmethylated","Other"
"AT5G01020",0.836763885920247,FALSE,TRUE,"procambium ERS-",1.02622132937741,4.38610370213424,20,"Unmethylated","Unmethylated","Other"
"AT2G36300",0.836744080113212,FALSE,TRUE,"protoxylem early",1.71237329982448,4.031115056414,22,"Unmethylated","Unmethylated","Other"
"AT4G31210",0.836653440899578,FALSE,TRUE,"epidermis early",2.93064650717873,5.93897892846867,1,"gbM","gbM","H2A.Z-Depleted"
"AT1G19190",0.836621265811225,FALSE,TRUE,"hair cells ERS-",2.3936581933715,10.8795669506092,3,"Unmethylated","Unmethylated","Other"
"AT4G35930",0.836581187234806,FALSE,TRUE,"columella",2.71402949117209,6.11531814414486,6,"Unmethylated","Unmethylated","Other"
"AT5G01670",0.836576508680627,FALSE,TRUE,"columella",3.75260262752263,9.77478629314166,2,"Unmethylated","Unmethylated","Other"
"AT4G27730",0.836575720091949,FALSE,FALSE,NA,NA,NA,NA,"Unmethylated","Unmethylated","H2A.Z-Enriched"
"AT2G32580",0.836548912930425,FALSE,TRUE,"metaxylem ERS-",1.19898643982165,2.87121888476228,24,"gbM","gbM","Other"
"AT5G66410",0.836520101782529,FALSE,TRUE,"protoxylem early",1.52436493352149,3.44568866956522,27,"gbM","Unmethylated","Other"
"AT2G03220",0.836506063366136,FALSE,TRUE,"hair cells ERS-",1.10839199339598,4.71612840600559,19,"gbM","gbM","Other"
"AT3G17880",0.836459034148407,FALSE,TRUE,"hair cells ERS-",0.879354564407451,3.37714246265921,16,"gbM","gbM","H2A.Z-Depleted"
"AT4G18760",0.836419126079284,FALSE,TRUE,"protoxylem early",3.28663840928563,7.26003542599872,10,"Unmethylated","Unmethylated","Other"
"AT1G08270",0.83641848466375,FALSE,TRUE,"hair cells ERS+",2.58318182375724,7.31963491560176,2,"Unmethylated","Unmethylated","Other"
"AT3G07910",0.83639882824349,FALSE,TRUE,"xpp ERS-",1.19179479139203,2.37794228059956,28,"Unmethylated","Unmethylated","Other"
"AT5G09315",0.8363887395504,FALSE,FALSE,NA,NA,NA,NA,"Unmethylated",NA,"Other"
"AT3G02590",0.836350494908093,FALSE,FALSE,NA,NA,NA,NA,"gbM","gbM","Other"
"AT5G19090",0.836231641441617,FALSE,TRUE,"protophloem ERS+",2.84293586920815,10.7437401759845,11,"Unmethylated","Unmethylated","H2A.Z-Enriched"
"AT5G53550",0.836229411544621,FALSE,TRUE,"procambium ERS+",1.1273356812051,6.29356944486425,16,"Unmethylated","Unmethylated","Other"
"AT2G27230",0.836194066919455,FALSE,TRUE,"protophloem ERS+",2.7089072460378,6.94079949251848,9,"gbM","gbM","H2A.Z-Depleted"
"AT5G47940",0.836159948546547,FALSE,TRUE,"hair cells ERS-",1.80354669043242,5.83167124270622,5,"gbM","Unmethylated","Other"
"AT1G75380",0.836153249445056,FALSE,TRUE,"protophloem ERS+",1.93679515093408,4.3967438788105,27,"Unmethylated","Unmethylated","Other"
"AT4G28070",0.836144439660004,FALSE,TRUE,"epidermis early",2.01198247994699,7.54912713080414,4,"gbM","gbM","H2A.Z-Depleted"
"AT1G11270",0.836032274559105,FALSE,TRUE,"epidermis early",1.43734647815874,7.22614014097462,5,"TE-like","Unmethylated","H2A.Z-Depleted"
"AT1G26218",0.836025430707511,FALSE,TRUE,"hair cells ERS+",1.14114052922656,5.56620740547733,12,NA,NA,NA
"AT4G25320",0.835992998322648,FALSE,TRUE,"protoxylem early",2.24747993776699,7.94134841490262,6,"Unmethylated","Unmethylated","Other"
"AT4G37895",0.835982575597861,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"AT3G53400",0.835941528088,FALSE,TRUE,"root cap tip",1.74221189197924,8.06986548313143,11,"Unmethylated","Unmethylated","Other"
"AT3G15200",0.835928533777889,FALSE,FALSE,NA,NA,NA,NA,"Unmethylated","Unmethylated","Other"
"AT2G38960",0.835927095759674,FALSE,TRUE,"hair cells ERS-",1.58798646844002,5.38190459361205,9,"gbM","Unmethylated","H2A.Z-Depleted"
"AT4G09520",0.835858660880565,FALSE,TRUE,"hair cells early",1.01322636676307,8.79417439942148,15,"gbM","gbM","Other"
"AT1G23110",0.835847388871946,FALSE,FALSE,NA,NA,NA,NA,"Unmethylated","Unmethylated","Other"
"AT4G05535",0.83582462943285,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"AT2G19400",0.835824629432849,FALSE,FALSE,NA,NA,NA,NA,"gbM","Unmethylated","H2A.Z-Enriched"
"AT1G73720",0.835703684637875,FALSE,TRUE,"epidermis early",1.12034148570499,3.95657626354913,17,"gbM","gbM","H2A.Z-Depleted"
"AT5G17050",0.835671301307143,FALSE,TRUE,"cortex ERS+",1.27290216268072,5.89219241519684,12,"Unmethylated","Unmethylated","Other"
"AT1G27680",0.835659703185992,FALSE,TRUE,"epidermis early",1.7515201672149,6.59858383527773,3,"gbM","gbM","Other"
"AT1G25510",0.835653170497503,FALSE,TRUE,"metaxylem ERS+",1.34655036798685,10.8094562714313,3,"Unmethylated","Unmethylated","Other"
"AT4G21220",0.835517186834788,FALSE,TRUE,"epidermis early",3.07598882225387,4.18485810549545,1,"gbM","Unmethylated","Other"
"AT5G15880",0.83550442095368,FALSE,TRUE,"protoxylem early",1.07516208796231,3.68684544357378,20,"gbM","Unmethylated","Other"
"AT3G43810",0.835492833802985,FALSE,TRUE,"metaxylem ERS-",1.2904059389089,0.599962242924959,29,"gbM","Unmethylated","Other"
"AT2G34680",0.835476234698267,FALSE,TRUE,"metaphloem ERS-",2.41203446949398,3.6737273483751,18,"gbM","gbM","H2A.Z-Depleted"
"AT2G22790",0.835450585606131,FALSE,TRUE,"hair cells ERS+",1.95615285242078,9.94760574896497,7,"Unmethylated","Unmethylated","Other"
"ENSRNA049493787",0.835435422722448,FALSE,TRUE,"protoxylem ERS+",2.1319369144076,7.82503998661794,15,NA,NA,NA
"AT5G27920",0.83535577600132,FALSE,TRUE,"hair cells ERS+",1.03836791406312,5.17232049974284,18,"gbM","Unmethylated","H2A.Z-Enriched"
"AT3G51140",0.835275724215762,FALSE,TRUE,"xpp ERS+",1.16503004988507,7.96561459398915,13,"gbM","gbM","Other"
"AT1G33030",0.835273758156226,FALSE,FALSE,NA,NA,NA,NA,"gbM","Unmethylated","Other"
"AT4G02405",0.835192901585501,FALSE,TRUE,"hair cells ERS-",1.89508530266937,4.02683438914582,9,"Unmethylated","Unmethylated","Other"
"AT4G18890",0.835164999425231,FALSE,TRUE,"non-hair cells",1.13551473170725,7.93957359691936,7,"Unmethylated","Unmethylated","Other"
"AT3G10940",0.835120699116149,FALSE,TRUE,"columella",2.63106450749219,6.15965842328158,16,"Unmethylated","Unmethylated","Other"
"AT1G73885",0.835114124818139,FALSE,TRUE,"epidermis early",0.917890210865705,8.20616181796933,8,"Unmethylated","Unmethylated","Other"
"AT5G58530",0.835095045600331,FALSE,TRUE,"border cells",0.897190451057236,6.72227265095193,10,"Unmethylated","Unmethylated","Other"
"AT2G18620",0.835060720415201,FALSE,TRUE,"hair cells ERS-",1.62954162770195,11.386301849474,4,"TE-like","Unmethylated","Other"
"AT2G40380",0.835048301090016,FALSE,TRUE,"protoxylem early",1.11928216408197,2.53952145795501,20,"Unmethylated","Unmethylated","Other"
"AT5G01570",0.835022818091685,FALSE,FALSE,NA,NA,NA,NA,"Unmethylated","Unmethylated","Other"
"AT5G05460",0.834989863965861,FALSE,TRUE,"root cap early",1.74858430742471,5.05443560274252,12,"Unmethylated","Unmethylated","H2A.Z-Depleted"
"AT1G03165",0.834871895159021,FALSE,FALSE,NA,NA,NA,NA,"Unmethylated",NA,"Other"
"AT1G03400",0.834871895159021,FALSE,FALSE,NA,NA,NA,NA,"Unmethylated","Unmethylated","Other"
"AT1G04247",0.834871895159021,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"AT1G05927",0.834871895159021,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"AT1G62530",0.834871895159021,FALSE,FALSE,NA,NA,NA,NA,"gbM","gbM","Other"
"AT5G47077",0.834871895159021,FALSE,FALSE,NA,NA,NA,NA,"Unmethylated","Unmethylated","Other"
"AT3G00970",0.834871895159021,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"AT3G22770",0.834871895159021,FALSE,FALSE,NA,NA,NA,NA,"TE-like","TE-like","Other"
"AT3G29190",0.834871895159021,FALSE,FALSE,NA,NA,NA,NA,"TE-like","Unmethylated","H2A.Z-Enriched"
"AT2G04440",0.834871895159021,FALSE,FALSE,NA,NA,NA,NA,"gbM","Unmethylated","Other"
"AT2G06615",0.834871895159021,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"AT2G40350",0.834871895159021,FALSE,FALSE,NA,NA,NA,NA,"Unmethylated","Unmethylated","Other"
"AT4G04680",0.834871895159021,FALSE,FALSE,NA,NA,NA,NA,"gbM","Unmethylated","Other"
"AT4G14225",0.834871895159021,FALSE,FALSE,NA,NA,NA,NA,"gbM","Unmethylated","Other"
"AT4G32445",0.834871895159021,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"AT4G08805",0.834871895159021,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"AT4G39364",0.834871895159021,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"ENSRNA049495566",0.834871895159021,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"ATCG00350",0.834871895159021,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"AT5G51030",0.834727546078387,FALSE,FALSE,NA,NA,NA,NA,"Unmethylated","Unmethylated","Other"
"AT5G09415",0.834727546078387,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"AT4G13505",0.834727546078387,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"AT4G19630",0.834727546078387,FALSE,FALSE,NA,NA,NA,NA,"Unmethylated","Unmethylated","Other"
"AT1G67105",0.834719150663389,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"AT5G39840",0.834717964195643,FALSE,TRUE,"epidermis early",3.39420432174813,8.6116275050726,1,"gbM","gbM","Other"
"AT1G55130",0.83464881368528,FALSE,TRUE,"metaxylem ERS+",1.38421685478867,6.09489882698823,6,"gbM","gbM","H2A.Z-Enriched"
"AT1G09247",0.834590065914754,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"AT5G19810",0.834590065914754,FALSE,FALSE,NA,NA,NA,NA,"Unmethylated","Unmethylated","Other"
"AT2G01870",0.834590065914754,FALSE,FALSE,NA,NA,NA,NA,"gbM","Unmethylated","Other"
"AT4G19050",0.834590065914754,FALSE,FALSE,NA,NA,NA,NA,"gbM","gbM","H2A.Z-Enriched"
"AT5G04933",0.834590065914753,FALSE,FALSE,NA,NA,NA,NA,"TE-like",NA,"Other"
"AT5G27010",0.834590065914753,FALSE,FALSE,NA,NA,NA,NA,"gbM","gbM","H2A.Z-Enriched"
"AT1G27980",0.834586826736864,FALSE,TRUE,"cortex ERS-",2.33749237519253,4.28916258175773,7,"Unmethylated","Unmethylated","Other"
"AT1G76610",0.834574288214393,FALSE,FALSE,NA,NA,NA,NA,"Unmethylated","Unmethylated","Other"
"AT1G15030",0.834541509623077,FALSE,TRUE,"epidermis early",0.807755601122989,5.15801175900592,15,"gbM","Unmethylated","Other"
"AT1G35255",0.834517688360257,FALSE,TRUE,"endodermis ERS+",2.75399614713052,11.1673685403569,1,"Unmethylated","Unmethylated","Other"
"AT5G04700",0.834517019910875,FALSE,FALSE,NA,NA,NA,NA,"Unmethylated","Unmethylated","H2A.Z-Enriched"
"AT5G56780",0.834451731654048,FALSE,TRUE,"ppp ERS+",3.45061115862204,6.86210350087055,1,"gbM","Unmethylated","Other"
"AT5G58940",0.834434609601579,FALSE,TRUE,"hair cells ERS-",3.36863454955135,6.93254778928969,5,"gbM","Unmethylated","Other"
"AT1G01880",0.834322086855244,FALSE,FALSE,NA,NA,NA,NA,"gbM","Unmethylated","H2A.Z-Enriched"
"AT4G01935",0.834322086855243,FALSE,FALSE,NA,NA,NA,NA,"gbM","Unmethylated","Other"
"AT1G68790",0.834317707055456,FALSE,TRUE,"epidermis early",1.10801393176384,7.55580798954803,13,"gbM","gbM","H2A.Z-Depleted"
"AT1G42990",0.834295420561034,FALSE,TRUE,"ppp ERS+",0.940306111058544,3.49724008997573,24,"Unmethylated","Unmethylated","Other"
"AT2G29070",0.834278544212644,FALSE,TRUE,"hair cells early",0.908668054795752,6.53386946311053,16,"gbM","Unmethylated","H2A.Z-Depleted"
"AT1G80850",0.834275362146629,FALSE,TRUE,"hair cells early",1.52766642367065,8.24097865564362,4,"Unmethylated","Unmethylated","Other"
"AT5G43910",0.834242437902549,FALSE,TRUE,"endodermis ERS+",2.11520188238559,6.41463393732545,13,"Unmethylated","Unmethylated","Other"
"AT5G67350",0.834236129878396,FALSE,TRUE,"endodermis ERS+",1.34171097523902,2.31434035073565,20,"Unmethylated","Unmethylated","Other"
"AT1G31320",0.834229419063098,FALSE,FALSE,NA,NA,NA,NA,"Unmethylated","Unmethylated","Other"
"AT3G61760",0.834187514397898,FALSE,TRUE,"hair cells ERS-",2.27326893513755,7.50662457585755,4,"gbM","Unmethylated","Other"
"AT3G23750",0.834106682531862,FALSE,TRUE,"metaxylem ERS+",1.31501539534403,4.23257000646785,22,"gbM","Unmethylated","H2A.Z-Depleted"
"AT2G22795",0.834084815651006,FALSE,TRUE,"protoxylem early",1.88836144386223,4.28841644522885,28,"gbM","Unmethylated","Other"
"AT1G19370",0.834033156171818,FALSE,TRUE,"protoxylem early",1.87248431799148,7.15449781798831,14,"gbM","gbM","H2A.Z-Enriched"
"AT1G02300",0.834019495779457,FALSE,FALSE,NA,NA,NA,NA,"Unmethylated","Unmethylated","Other"
"AT4G30970",0.834019495779457,FALSE,FALSE,NA,NA,NA,NA,"Unmethylated","Unmethylated","Other"
"AT1G21790",0.833983627018844,FALSE,TRUE,"columella",1.11787697957292,5.6817303316987,18,"gbM","Unmethylated","Other"
"AT3G55485",0.833925193440382,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"AT5G03780",0.833916926981436,FALSE,TRUE,"xpp ERS+",2.03581474465426,11.9279057633193,2,"gbM","gbM","Other"
"AT2G32090",0.83381086880204,FALSE,TRUE,"xpp ERS+",1.55312733966708,6.04064579444696,14,"Unmethylated","Unmethylated","Other"
"AT5G24170",0.833792939565753,FALSE,TRUE,"hair cells ERS-",1.79164119756457,4.08434169134108,23,"Unmethylated","Unmethylated","Other"
"AT3G26640",0.833767827303809,FALSE,TRUE,"epidermis early",1.03338617308753,6.27690219169715,11,"gbM","Unmethylated","Other"
"AT4G01860",0.833722450392459,FALSE,TRUE,"border cells",1.7416256664098,7.54066634493644,14,"gbM","gbM","Other"
"AT2G22250",0.833694904230679,FALSE,TRUE,"xpp ERS-",2.67855975641796,5.9300593358426,20,"gbM","Unmethylated","H2A.Z-Enriched"
"AT2G41905",0.833680895482439,FALSE,FALSE,NA,NA,NA,NA,"Unmethylated","Unmethylated","Other"
"AT3G08590",0.833654324656075,FALSE,TRUE,"xpp ERS-",1.23184441855908,2.61731413624007,24,"Unmethylated","Unmethylated","Other"
"AT5G25100",0.83360755210382,FALSE,TRUE,"protoxylem early",2.09653483224496,4.68516853906294,23,"gbM","gbM","Other"
"AT2G40300",0.833471514119202,FALSE,TRUE,"metaxylem ERS+",0.938566312955326,6.03196980495079,19,"Unmethylated","Unmethylated","Other"
"AT2G25300",0.833424130049666,FALSE,TRUE,"hair cells early",1.19818031584808,5.62664136860239,8,"gbM","Unmethylated","H2A.Z-Depleted"
"AT2G22425",0.833272105422135,FALSE,TRUE,"metaxylem ERS-",1.07321167780165,1.45160156860277,29,"Unmethylated","Unmethylated","Other"
"AT3G18850",0.83326353073456,FALSE,TRUE,"epidermis early",2.2819491892132,8.24913844484192,1,"gbM","Unmethylated","Other"
"AT1G01130",0.833247217110756,FALSE,TRUE,"hair cells ERS-",1.72764483304568,10.1367665900737,3,"Unmethylated","Unmethylated","Other"
"AT4G15075",0.833233974401477,FALSE,FALSE,NA,NA,NA,NA,"Unmethylated","Unmethylated","Other"
"AT5G02510",0.833193909665188,FALSE,FALSE,NA,NA,NA,NA,"Unmethylated","Unmethylated","Other"
"AT1G30910",0.833108892266467,FALSE,TRUE,"epidermis early",1.076052865395,4.56689320284528,7,"gbM","gbM","H2A.Z-Depleted"
"AT3G22890",0.833098753604038,FALSE,TRUE,"procambium ERS+",1.93756898870453,2.51063137761305,29,"Unmethylated","Unmethylated","H2A.Z-Enriched"
"AT4G08210",0.833095607069511,FALSE,FALSE,NA,NA,NA,NA,"gbM","gbM","Other"
"AT3G17460",0.83295707377955,FALSE,TRUE,"epidermis early",1.31606927194751,6.11134662679857,4,"Unmethylated","Unmethylated","Other"
